Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
35,Marco Asensio,es ESP,FWMF,Real Madrid,20,1996,23,11,1082,12.0,3,2,5,3,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches,45af8a54
36,Iago Aspas,es ESP,FWMF,Celta Vigo,28,1987,32,25,2315,25.7,19,3,22,13,6,6,9,1,0.74,0.12,0.86,0.51,0.62,Matches,7dcf86f6
37,Omer Atzili,il ISR,MF,Granada,23,1993,9,3,317,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92fffd91
38,Ryan Babel,nl NED,MFFW,La Coruña,29,1986,11,5,562,6.2,4,1,5,4,0,1,3,0,0.64,0.16,0.80,0.64,0.80,Matches,6438d426
39,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,29,1986,22,20,1713,19.0,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches,ba998e22
40,Cédric Bakambu,cd COD,FW,Villarreal,25,1991,26,17,1567,17.4,11,1,12,11,0,0,5,0,0.63,0.06,0.69,0.63,0.69,Matches,0af4dcf0
41,Zakaria Bakkali,be BEL,FW,Valencia,20,1996,18,1,288,3.2,1,0,1,1,0,0,2,0,0.31,0.00,0.31,0.31,0.31,Matches,ec3efd7f
42,Gareth Bale,wls WAL,FW,Real Madrid,27,1989,19,17,1418,15.8,7,2,9,7,0,0,3,1,0.44,0.13,0.57,0.44,0.57,Matches,a58bb1e1
43,Mikel Balenziaga,es ESP,DF,Athletic Club,28,1988,33,33,2847,31.6,1,1,2,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matches,1fe67e86
44,Léo Baptistão,br BRA,FWMF,Espanyol,23,1992,21,16,1424,15.8,6,5,11,6,0,0,1,0,0.38,0.32,0.70,0.38,0.70,Matches,35f6db55
45,Kike Barja,es ESP,MF,Osasuna,19,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aad53e64
46,David Barral,es ESP,FW,Granada,33,1983,8,2,316,3.5,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches,d99f9282
47,Diego Barrios,es ESP,GK,Leganés,22,1994,1,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca8ea008
48,Jon Bautista,es ESP,FW,Real Sociedad,21,1995,12,2,312,3.5,3,0,3,3,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,debc6b55
49,Claudio Beauvue,gp GLP,FW,Celta Vigo,28,1988,13,5,658,7.3,1,2,3,1,0,0,1,0,0.14,0.27,0.41,0.14,0.41,Matches,8ca253a3
50,Bebé,cv CPV,MFFW,Eibar,26,1990,20,8,687,7.6,3,2,5,3,0,0,2,0,0.39,0.26,0.66,0.39,0.66,Matches,d8712bf9
51,Wissam Ben Yedder,fr FRA,FW,Sevilla,25,1990,31,20,1661,18.5,11,5,16,10,1,1,0,0,0.60,0.27,0.87,0.54,0.81,Matches,942b4f90
52,Karim Benzema,fr FRA,FW,Real Madrid,28,1987,29,23,1903,21.1,11,5,16,11,0,0,0,0,0.52,0.24,0.76,0.52,0.76,Matches,70d74ece
53,Yuri Berchiche,es ESP,DF,Real Sociedad,26,1990,35,35,3088,34.3,3,2,5,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,Matches,b6e50615
54,Álex Berenguer,es ESP,DFMF,Osasuna,21,1995,29,22,2120,23.6,1,6,7,1,0,0,3,0,0.04,0.25,0.30,0.04,0.30,Matches,dc1c2fce
55,Álex Bergantiños,es ESP,MFDF,La Coruña,31,1985,8,6,553,6.1,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,65ea8868
56,Markel Bergara,es ESP,MF,Real Sociedad,30,1986,6,3,288,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04a65a8f
57,Pedro Bigas,es ESP,DF,Las Palmas,25,1990,32,31,2647,29.4,4,1,5,4,0,0,5,1,0.14,0.03,0.17,0.14,0.17,Matches,697295b1
58,Rubén Blanco,es ESP,GK,Celta Vigo,21,1995,11,11,990,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,967f34d3
59,Kevin-Prince Boateng,gh GHA,FWMF,Las Palmas,29,1987,28,25,1979,22.0,10,4,14,10,0,0,11,2,0.45,0.18,0.64,0.45,0.64,Matches,f4ec4fd0
60,Jeremie Boga,ci CIV,MFFW,Granada,19,1997,26,14,1458,16.2,2,1,3,2,0,0,0,0,0.12,0.06,0.19,0.12,0.19,Matches,fe012aca
61,Daniele Bonera,it ITA,DF,Villarreal,35,1981,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,13b0c150
62,Theo Bongonda,cd COD,MFFW,Celta Vigo,20,1995,30,26,2160,24.0,1,3,4,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,Matches,0da6a13e
63,Tano Bonnín,do DOM,DF,Osasuna,26,1990,11,9,734,8.2,0,1,1,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,Matches,1a6f612d
64,Celso Borges,cr CRC,MF,La Coruña,28,1988,34,30,2722,30.2,6,0,6,4,2,3,5,0,0.20,0.00,0.20,0.13,0.13,Matches,b8836910
65,Rafael Borré,co COL,FW,Villarreal,20,1995,17,2,357,4.0,2,1,3,2,0,0,0,0,0.50,0.25,0.76,0.50,0.76,Matches,c68da769
66,Eneko Bóveda,es ESP,DF,Athletic Club,27,1988,19,18,1556,17.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1771f2c1
67,Denys Boyko,ua UKR,GK,Málaga,28,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e064bfb
68,Darko Brašanac,rs SRB,MF,Betis,24,1992,25,19,1621,18.0,1,1,2,1,0,0,7,0,0.06,0.06,0.11,0.06,0.11,Matches,4accb7e0
69,Claudio Bravo,cl CHI,GK,Barcelona,33,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,10072610
70,Alberto Brignoli,it ITA,GK,Leganés,24,1991,1,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6989550f
71,Alberto Bueno,es ESP,FWMF,Leganés,28,1988,11,3,381,4.2,1,1,2,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,Matches,9b878773
72,Alberto Bueno,es ESP,MF,Granada,28,1988,13,5,562,6.2,1,2,3,1,0,0,0,0,0.16,0.32,0.48,0.16,0.48,Matches,9b878773
73,Aitor Buñuel,es ESP,DFMF,Osasuna,18,1998,15,10,1030,11.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6555c592
74,Burgui,es ESP,MFFW,Sporting Gijón,22,1993,32,21,1992,22.1,2,4,6,2,0,0,6,0,0.09,0.18,0.27,0.09,0.27,Matches,45e304c8
75,Sergio Busquets,es ESP,MF,Barcelona,28,1988,33,33,2687,29.9,0,3,3,0,0,0,9,0,0.00,0.10,0.10,0.00,0.10,Matches,5ab0ea87
76,Unai Bustinza,es ESP,DF,Leganés,24,1992,22,21,1790,19.9,0,1,1,0,0,0,10,0,0.00,0.05,0.05,0.00,0.05,Matches,f3112790
77,Gustavo Cabral,ar ARG,DF,Celta Vigo,30,1985,25,25,2177,24.2,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches,92b4a127
78,Felipe Caicedo,ec ECU,FW,Espanyol,27,1988,27,14,1288,14.3,2,1,3,2,0,1,4,1,0.14,0.07,0.21,0.14,0.21,Matches,93b891d1
79,Ignacio Camacho,es ESP,MF,Málaga,26,1990,35,35,3145,34.9,4,2,6,4,0,0,14,0,0.11,0.06,0.17,0.11,0.17,Matches,8ed9b33a
80,Víctor Camarasa,es ESP,MF,Alavés,22,1994,31,28,2495,27.7,3,1,4,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,Matches,b2d03887
81,Sergio Canales,es ESP,MFFW,Real Sociedad,25,1991,31,7,1011,11.2,0,4,4,0,0,0,2,0,0.00,0.36,0.36,0.00,0.36,Matches,a6de370d
82,João Cancelo,pt POR,DFMF,Valencia,22,1994,35,27,2428,27.0,1,4,5,1,0,0,6,1,0.04,0.15,0.19,0.04,0.19,Matches,bd6351cd
83,Roberto Canella,es ESP,DF,Sporting Gijón,28,1988,20,20,1753,19.5,2,1,3,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches,18c74b8d
84,Aitor Cantalapiedra,es ESP,FWMF,Villarreal,20,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21a260a8
85,Ander Capa,es ESP,DF,Eibar,24,1992,31,29,2551,28.3,0,3,3,0,0,0,9,1,0.00,0.11,0.11,0.00,0.11,Matches,37f1cf47
86,Mehdi Carcela,ma MAR,MFFW,Granada,27,1989,22,20,1747,19.4,5,1,6,5,0,0,6,0,0.26,0.05,0.31,0.26,0.31,Matches,dc415e39
87,José Carlos,es ESP,DF,Betis,20,1996,6,6,496,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e0e03f80
88,Carlos Carmona,es ESP,MFFW,Sporting Gijón,29,1987,25,21,1861,20.7,8,2,10,8,0,0,5,0,0.39,0.10,0.48,0.39,0.48,Matches,d161184f
89,Yannick Carrasco,be BEL,MFFW,Atlético Madrid,22,1993,35,27,2257,25.1,10,4,14,10,0,1,5,0,0.40,0.16,0.56,0.40,0.56,Matches,de39485a
90,Daniel Carriço,pt POR,DF,Sevilla,27,1988,6,6,452,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e1deea75
91,Federico Cartabia,ar ARG,MFFW,Valencia,23,1993,4,2,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a8e6bebf
92,Dani Carvajal,es ESP,DF,Real Madrid,24,1992,23,21,2016,22.4,0,4,4,0,0,0,11,0,0.00,0.18,0.18,0.00,0.18,Matches,4958bfb2
93,Casemiro,br BRA,MF,Real Madrid,24,1992,25,20,1706,19.0,4,0,4,4,0,0,10,0,0.21,0.00,0.21,0.21,0.21,Matches,4d224fe8
94,Nacho Cases,es ESP,MF,Sporting Gijón,28,1987,21,16,1471,16.3,2,1,3,2,0,0,6,0,0.12,0.06,0.18,0.12,0.18,Matches,1ef6f38d
95,Kiko Casilla,es ESP,GK,Real Madrid,29,1986,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58bc7d18
96,Dani Castellano,es ESP,DF,Las Palmas,28,1987,27,25,2107,23.4,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,21d4e122
97,Javi Castellano,es ESP,DFMF,Las Palmas,28,1987,5,0,99,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,dac68523
98,Samu Castillejo,es ESP,MF,Villarreal,21,1995,33,24,2050,22.8,2,2,4,2,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches,130a7a3f
99,Carlos Castro,es ESP,FW,Sporting Gijón,21,1995,25,10,1024,11.4,4,1,5,4,0,0,1,0,0.35,0.09,0.44,0.35,0.44,Matches,9bf4f036
100,Chory Castro,uy URU,MFFW,Málaga,31,1984,29,21,1790,19.9,1,3,4,1,0,0,5,1,0.05,0.15,0.20,0.05,0.20,Matches,8cc3d96e
101,Jonny Castro,es ESP,DF,Celta Vigo,22,1994,30,23,2213,24.6,0,3,3,0,0,0,8,0,0.00,0.12,0.12,0.00,0.12,Matches,e28868f3
102,Rubén Castro,es ESP,FW,Betis,35,1981,35,32,2777,30.9,13,3,16,11,2,2,3,0,0.42,0.10,0.52,0.36,0.45,Matches,d109f62b
103,Goran ?auši?,rs SRB,MF,Osasuna,24,1992,26,22,2008,22.3,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches,6938d79b
104,Dani Ceballos,es ESP,MF,Betis,19,1996,30,24,2339,26.0,2,2,4,2,0,0,8,0,0.08,0.08,0.15,0.08,0.15,Matches,c0617e2b
105,Álvaro Cejudo,es ESP,MFFW,Betis,32,1984,17,6,815,9.1,1,1,2,1,0,0,8,0,0.11,0.11,0.22,0.11,0.22,Matches,a39b23eb
106,Alessio Cerci,it ITA,FWMF,Atlético Madrid,29,1987,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5370cba7
107,Nereo Champagne,ar ARG,GK,Leganés,31,1985,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7a9fae62
108,Charles,br BRA,FW,Málaga,32,1984,21,11,1141,12.7,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,Matches,c4b8bcf4
109,Pape Cheikh Diop,sn SEN,MFFW,Celta Vigo,18,1997,16,5,571,6.3,1,0,1,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,873ce3a2
110,Denis Cheryshev,ru RUS,MF,Villarreal,25,1990,11,2,340,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0ac94a23
111,Michaël Ciani,fr FRA,DF,Espanyol,32,1984,1,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ce3dc98
112,Jasper Cillessen,nl NED,GK,Barcelona,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04ac8285
113,Carlos Clerc,es ESP,DFMF,Osasuna,24,1992,25,22,1947,21.6,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,33a61a52
114,Fábio Coentrão,pt POR,DF,Real Madrid,28,1988,3,2,169,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,0f8bd0a6
115,Emre Çolak,tr TUR,MF,La Coruña,25,1991,33,29,2466,27.4,3,6,9,3,0,1,5,0,0.11,0.22,0.33,0.11,0.33,Matches,643b39a6
116,David Concha,es ESP,MF,Real Sociedad,19,1996,8,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c8355268
117,Duje ?op,hr CRO,FW,Sporting Gijón,26,1990,31,27,2273,25.3,9,3,12,6,3,4,7,0,0.36,0.12,0.48,0.24,0.36,Matches,8b0b02c9
118,Ángel Correa,ar ARG,MFFW,Atlético Madrid,21,1995,31,10,1229,13.7,4,8,12,4,0,0,6,0,0.29,0.59,0.88,0.29,0.88,Matches,01eb744d
119,Joaquín Correa,ar ARG,MFFW,Sevilla,21,1994,26,15,1313,14.6,4,0,4,4,0,0,6,0,0.27,0.00,0.27,0.27,0.27,Matches,45b9b619
120,Jaume Costa,es ESP,DF,Villarreal,28,1988,31,30,2680,29.8,1,3,4,1,0,0,13,1,0.03,0.10,0.13,0.03,0.13,Matches,808d48f3
121,David Costas,es ESP,DF,Celta Vigo,21,1995,1,1,90,1.0,0,1,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,Matches,545e2f01
122,Iván Cuéllar,es ESP,GK,Sporting Gijón,32,1984,36,36,3240,36.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,75751c99
123,Isaac Cuenca,es ESP,MFDF,Granada,25,1991,25,18,1746,19.4,2,0,2,2,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,24e9421b
124,Danilo,br BRA,DF,Real Madrid,25,1991,17,17,1485,16.5,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches,94b2001f
125,Martín Demichelis,ar ARG,DF,Málaga,35,1980,10,7,678,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e9c7102a
126,Martín Demichelis,ar ARG,DF,Espanyol,35,1980,2,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9c7102a
127,Deyverson,br BRA,FW,Alavés,25,1991,32,29,2580,28.7,7,1,8,7,0,0,14,0,0.24,0.03,0.28,0.24,0.28,Matches,2e5e846d
128,Marcelo Díaz,cl CHI,MF,Celta Vigo,29,1986,26,17,1648,18.3,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches,955b2e8a
129,Víctor Díaz,es ESP,DF,Leganés,28,1988,23,20,1810,20.1,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches,3624ce4c
130,Didier Digard,fr FRA,MF,Osasuna,30,1986,3,3,192,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,557f1466
131,Lucas Digne,fr FRA,DF,Barcelona,23,1993,17,14,1171,13.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,1b84dbe1
132,Papakouli Diop,sn SEN,MF,Espanyol,30,1986,18,9,906,10.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,7329018e
133,Jaume Doménech,es ESP,GK,Valencia,25,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c9cb972b
134,Ryan Donk,sr SUR,MFDF,Betis,30,1986,16,9,859,9.5,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,d072a976
135,Jonathan dos Santos,mx MEX,MF,Villarreal,26,1990,34,22,2214,24.6,2,3,5,2,0,0,4,0,0.08,0.12,0.20,0.08,0.20,Matches,91872dec
136,Mauro dos Santos,ar ARG,DF,Eibar,27,1989,11,8,763,8.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ec699fdd
137,Douglas,br BRA,DFMF,Sporting Gijón,25,1990,21,20,1717,19.1,3,0,3,3,0,0,6,0,0.16,0.00,0.16,0.16,0.16,Matches,ee0da7af
138,Óscar Duarte,cr CRC,DF,Espanyol,27,1989,15,13,1124,12.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,aa0ac32d
139,Rubén Duarte,es ESP,DF,Espanyol,20,1995,3,1,102,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1fe0492d
140,Duda,pt POR,MF,Málaga,36,1980,16,2,389,4.3,1,2,3,1,0,0,3,0,0.23,0.46,0.69,0.23,0.69,Matches,13d41642
141,Riza Durmisi,dk DEN,DF,Betis,22,1994,27,27,2385,26.5,1,4,5,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,Matches,e5cd9da6
142,Elderson Echiéjilé,ng NGA,DF,Sporting Gijón,28,1988,3,2,198,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,f95570f9
143,Aritz Elustondo,es ESP,DF,Real Sociedad,22,1994,9,4,462,5.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,f7dc2ae5
144,Gorka Elustondo,es ESP,DF,Athletic Club,29,1987,2,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b309e55
145,Rodrigo Ely,br BRA,DF,Alavés,22,1993,10,8,789,8.8,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,fd47b4f2
146,Youssef En-Nesyri,ma MAR,FW,Málaga,19,1997,13,0,336,3.7,1,1,2,1,0,0,2,0,0.27,0.27,0.54,0.27,0.54,Matches,04e17fd5
147,Sergi Enrich,es ESP,FW,Eibar,26,1990,38,31,2827,31.4,11,7,18,11,0,0,4,0,0.35,0.22,0.57,0.35,0.57,Matches,bb4b1242
148,Juanan Entrena,es ESP,MF,Granada,20,1996,3,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5e89c73b
149,Javier Eraso,es ESP,MF,Athletic Club,26,1990,7,4,379,4.2,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,aec0fb6f
150,Gonzalo Escalante,ar ARG,MF,Eibar,23,1993,30,24,2016,22.4,2,1,3,2,0,0,9,1,0.09,0.04,0.13,0.09,0.13,Matches,3f79a1c8
151,Sergio Escudero,es ESP,DFMF,Sevilla,26,1989,26,25,2282,25.4,0,3,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,Matches,b0616e3d
152,Cristian Espinoza,ar ARG,MF,Alavés,21,1995,6,1,163,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9c794a80
153,Pervis Estupiñán,ec ECU,DF,Granada,18,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d38fdf53
154,Beñat Etxebarria,es ESP,MF,Athletic Club,29,1987,32,28,2399,26.7,1,5,6,1,0,0,9,0,0.04,0.19,0.23,0.04,0.23,Matches,b037bd4f
