Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38
45,Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,26,13,1350,15.0,4,1,5,4,0,0,1,0,4.7,4.7,2.4,7.1,64,42,155,0.27,0.07,0.33,0.27,0.33,0.31,0.16,0.48,0.31,0.48,Matches,ff182fdc
46,Stefan Bell,de GER,DF,Mainz 05,25,1991,25,24,2177,24.2,1,0,1,1,0,0,8,0,1.3,1.3,0.9,2.2,13,58,13,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.09,0.05,0.09,Matches,857a5abe
47,Karim Bellarabi,de GER,MFFW,Leverkusen,27,1990,24,13,1146,12.7,1,3,4,1,0,0,2,0,2.9,2.9,4.3,7.3,62,51,155,0.08,0.24,0.31,0.08,0.31,0.23,0.34,0.57,0.23,0.57,Matches,bee0bab1
48,Lars Bender,de GER,DFMF,Leverkusen,28,1989,21,20,1595,17.7,2,4,6,2,0,0,5,0,2.1,2.1,2.0,4.0,30,115,84,0.11,0.23,0.34,0.11,0.34,0.12,0.11,0.23,0.12,0.23,Matches,c50281a0
49,Sven Bender,de GER,DF,Leverkusen,28,1989,29,29,2345,26.1,2,0,2,2,0,0,0,0,1.5,1.5,0.2,1.7,18,110,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.06,0.06,0.06,Matches,070ec0b1
50,László Bénes,sk SVK,MF,M'Gladbach,19,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,3,1,0.00,0.00,0.00,0.00,0.00,0.06,0.40,0.46,0.06,0.46,Matches,fe888e39
51,Marcel Benger,de GER,MF,M'Gladbach,19,1998,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,379c0717
52,Charlison Benschop,cw CUW,MFDF,Hannover 96,27,1989,7,2,184,2.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,6,11,0.49,0.00,0.49,0.49,0.49,0.15,0.02,0.17,0.15,0.17,Matches,fc93fdf1
53,Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,16,12,1011,11.2,4,3,7,0,4,4,3,1,3.5,0.3,0.6,1.0,9,43,9,0.36,0.27,0.62,0.00,0.27,0.31,0.06,0.37,0.03,0.09,Matches,3189f61a
54,Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,14,6,669,7.4,4,2,6,4,0,0,2,0,2.0,2.0,0.9,2.8,0,11,41,0.54,0.27,0.81,0.54,0.81,0.26,0.12,0.38,0.26,0.38,Matches,8be4fd6a
55,Bernardo,br BRA,DF,RB Leipzig,22,1995,18,15,1350,15.0,1,1,2,1,0,0,2,0,0.6,0.6,0.7,1.2,31,71,57,0.07,0.07,0.13,0.07,0.13,0.04,0.04,0.08,0.04,0.08,Matches,17370b95
56,Juan Bernat,es ESP,DFFW,Bayern Munich,24,1993,11,11,888,9.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,24,42,102,0.00,0.20,0.20,0.00,0.20,0.03,0.15,0.18,0.03,0.18,Matches,433dc9a2
57,Ermin Bi?ak?i?,ba BIH,DF,Hoffenheim,27,1990,9,7,548,6.1,0,0,0,0,0,0,4,0,0.5,0.5,0.0,0.5,5,18,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches,7aac47fe
58,Leonardo Bittencourt,de GER,MFFW,Köln,23,1993,22,17,1613,17.9,5,3,8,5,0,0,4,0,3.2,3.2,2.3,5.5,64,69,170,0.28,0.17,0.45,0.28,0.45,0.18,0.13,0.31,0.18,0.31,Matches,dc62fbee
59,Pablo de Blasis,ar ARG,FWMF,Mainz 05,29,1988,25,20,1652,18.4,5,2,7,2,3,3,2,0,3.7,1.4,2.1,3.5,24,68,132,0.27,0.11,0.38,0.11,0.22,0.20,0.11,0.32,0.07,0.19,Matches,9ab48bde
60,Danny Blum,de GER,MFDF,Eint Frankfurt,26,1991,2,0,29,0.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,1,1,3.10,0.00,3.10,3.10,3.10,1.65,0.00,1.65,1.65,1.65,Matches,eb61713c
61,Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,19,19,1640,18.2,1,2,3,1,0,0,4,0,1.1,1.1,1.7,2.8,12,127,4,0.05,0.11,0.16,0.05,0.16,0.06,0.09,0.15,0.06,0.15,Matches,2db2fd7b
62,Kevin-Prince Boateng,gh GHA,MFFW,Eint Frankfurt,30,1987,31,27,2357,26.2,6,1,7,6,0,0,4,0,4.7,4.7,1.4,6.1,29,143,107,0.23,0.04,0.27,0.23,0.27,0.18,0.05,0.23,0.18,0.23,Matches,f4ec4fd0
63,Raúl Bobadilla,py PAR,FWMF,M'Gladbach,30,1987,13,5,449,5.0,0,0,0,0,0,0,2,0,1.9,1.9,0.4,2.3,8,6,54,0.00,0.00,0.00,0.00,0.00,0.39,0.08,0.47,0.39,0.47,Matches,9b285700
64,Julian Brandt,de GER,FWMF,Leverkusen,21,1996,34,26,2326,25.8,9,3,12,9,0,0,0,0,5.2,5.2,5.9,11.1,91,112,260,0.35,0.12,0.46,0.35,0.46,0.20,0.23,0.43,0.20,0.43,Matches,a167537f
65,Josip Brekalo,hr CRO,FW,Wolfsburg,19,1998,13,10,869,9.7,3,2,5,3,0,0,2,0,1.7,1.6,1.2,2.8,31,32,72,0.31,0.21,0.52,0.31,0.52,0.18,0.14,0.31,0.17,0.31,Matches,d4a2533d
66,Josip Brekalo,hr CRO,MFFW,Stuttgart,19,1998,14,7,726,8.1,1,1,2,1,0,0,1,0,1.1,1.1,1.2,2.2,29,21,62,0.12,0.12,0.25,0.12,0.25,0.13,0.15,0.28,0.13,0.28,Matches,d4a2533d
67,John Brooks,us USA,DF,Wolfsburg,24,1993,9,9,727,8.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,e27da244
68,Daniel Brosinski,de GER,DFFW,Mainz 05,29,1988,29,28,2500,27.8,1,5,6,0,1,1,0,0,2.0,1.3,3.4,4.6,63,126,143,0.04,0.18,0.22,0.00,0.18,0.07,0.12,0.19,0.05,0.17,Matches,a7813ac4
69,Bruma,pt POR,MFFW,RB Leipzig,22,1994,28,16,1611,17.9,4,2,6,4,0,0,0,0,2.2,2.2,3.1,5.4,120,90,145,0.22,0.11,0.34,0.22,0.34,0.13,0.18,0.30,0.13,0.30,Matches,5caa62a7
70,Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11,11,990,11.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,3,28,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,fbffc4b1
71,Jacob Bruun Larsen,dk DEN,MFDF,Stuttgart,18,1998,4,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4e204552
72,Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4e204552
73,Onur Bulut,tr TUR,FW,Freiburg,23,1994,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches,32e96d52
74,Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,32,24,2324,25.8,11,4,15,11,0,0,8,0,9.2,9.2,3.4,12.6,53,56,208,0.43,0.15,0.58,0.43,0.58,0.36,0.13,0.49,0.36,0.49,Matches,2bcc6d52
75,Roman Bürki,ch SUI,GK,Dortmund,26,1990,33,33,2969,33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9d12e142
76,Dženis Burni?,de GER,MF,Stuttgart,19,1998,6,3,305,3.4,0,0,0,0,0,0,3,1,0.3,0.3,0.3,0.5,8,17,12,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.16,0.08,0.16,Matches,0dabaf14
77,Jakub B?aszczykowski,pl POL,FWMF,Wolfsburg,31,1985,9,6,520,5.8,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.6,10,25,55,0.17,0.00,0.17,0.17,0.17,0.02,0.08,0.10,0.02,0.10,Matches,2b350e6b
78,Caiuby,br BRA,FW,Augsburg,29,1988,33,32,2855,31.7,5,7,12,5,0,0,8,0,5.1,5.1,4.0,9.1,66,84,141,0.16,0.22,0.38,0.16,0.38,0.16,0.13,0.29,0.16,0.29,Matches,c6637acf
79,Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,226008f1
80,Daniel Caligiuri,it ITA,DFMF,Schalke 04,29,1988,33,32,2917,32.4,6,10,16,3,3,3,4,0,4.3,1.9,5.5,7.4,116,143,148,0.19,0.31,0.49,0.09,0.40,0.13,0.17,0.30,0.06,0.23,Matches,d1273f09
81,Ignacio Camacho,es ESP,MFDF,Wolfsburg,27,1990,11,11,951,10.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,1,47,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,8ed9b33a
82,Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,db401046
83,Gonzalo Castro,de GER,MF,Dortmund,30,1987,19,16,1206,13.4,0,2,2,0,0,0,3,0,1.2,1.2,3.0,4.2,17,97,47,0.00,0.15,0.15,0.00,0.15,0.09,0.22,0.31,0.09,0.31,Matches,68829001
84,Marijan ?avar,ba BIH,MF,Eint Frankfurt,19,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,33ec696b
85,Timothy Chandler,us USA,DFFW,Eint Frankfurt,27,1990,24,22,1892,21.0,2,4,6,2,0,0,3,0,1.6,1.6,2.6,4.2,47,78,122,0.10,0.19,0.29,0.10,0.29,0.08,0.12,0.20,0.08,0.20,Matches,b3b7f5a6
86,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,28,24,2183,24.3,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,14,100,21,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,ecab64a0
87,Christian Clemens,de GER,MFFW,Köln,25,1991,14,6,646,7.2,1,0,1,1,0,0,2,0,1.5,1.5,1.6,3.1,14,20,36,0.14,0.00,0.14,0.14,0.14,0.21,0.22,0.43,0.21,0.43,Matches,612cb8d3
88,Coke,es ESP,MF,Schalke 04,30,1987,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6d8f8441
89,Kingsley Coman,fr FRA,FWMF,Bayern Munich,21,1996,21,10,1153,12.8,3,3,6,3,0,0,0,0,2.2,2.2,3.6,5.8,97,60,202,0.23,0.23,0.47,0.23,0.47,0.18,0.28,0.45,0.18,0.45,Matches,042e8a49
90,Marvin Compper,de GER,DF,RB Leipzig,32,1985,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3e99c613
91,Jhon Córdoba,co COL,FW,Köln,24,1993,18,9,957,10.6,0,2,2,0,0,0,1,0,4.0,4.0,1.1,5.1,27,16,99,0.00,0.19,0.19,0.00,0.19,0.37,0.11,0.48,0.37,0.48,Matches,9f381d8b
92,Sergio Córdova,ve VEN,FWMF,Augsburg,19,1997,26,3,586,6.5,2,1,3,2,0,0,3,0,1.6,1.6,0.7,2.3,13,11,50,0.31,0.15,0.46,0.31,0.46,0.24,0.11,0.35,0.24,0.35,Matches,229cd98a
93,Danny da Costa,de GER,DFFW,Eint Frankfurt,24,1993,17,13,1202,13.4,1,2,3,1,0,0,1,0,0.8,0.8,1.5,2.4,21,59,89,0.07,0.15,0.22,0.07,0.22,0.06,0.11,0.18,0.06,0.18,Matches,5ddb8f9f
94,Mickaël Cuisance,fr FRA,MFFW,M'Gladbach,17,1999,24,9,1207,13.4,0,1,1,0,0,0,2,0,1.9,1.9,2.1,4.0,27,71,61,0.00,0.07,0.07,0.00,0.07,0.14,0.16,0.30,0.14,0.30,Matches,5722eced
95,Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,23,11,1146,12.7,0,4,4,0,0,0,4,0,2.2,2.2,4.2,6.4,36,74,42,0.00,0.31,0.31,0.00,0.31,0.17,0.33,0.50,0.17,0.50,Matches,db4ed67b
96,Kevin Danso,at AUT,DF,Augsburg,18,1998,16,13,1105,12.3,2,0,2,2,0,0,2,0,1.8,1.8,0.4,2.3,9,36,4,0.16,0.00,0.16,0.16,0.16,0.15,0.03,0.18,0.15,0.18,Matches,6e33125f
97,Palkó Dárdai,hu HUN,FWMF,Hertha BSC,18,1999,2,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,db7161ed
98,Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,21,18,1635,18.2,0,3,3,0,0,0,2,0,1.0,1.0,1.9,2.9,33,108,76,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.16,0.06,0.16,Matches,3eb0f2df
99,Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,32,31,2796,31.1,3,4,7,3,0,0,5,0,3.4,3.4,2.8,6.2,27,145,96,0.10,0.13,0.23,0.10,0.23,0.11,0.09,0.20,0.11,0.20,Matches,fe641c1a
100,Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,19,13,1211,13.5,2,2,4,1,1,1,3,0,2.2,1.4,2.2,3.6,26,76,43,0.15,0.15,0.30,0.07,0.22,0.16,0.17,0.33,0.10,0.27,Matches,54b4dc4e
101,Diego Demme,de GER,MF,RB Leipzig,25,1991,30,25,2284,25.4,0,3,3,0,0,0,4,0,0.5,0.5,2.2,2.7,60,250,41,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.10,0.02,0.10,Matches,dc3fa3b5
