Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
258,Malo Gusto,fr FRA,DFMF,Lyon,17,2003,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d56b9520
259,Massadio Haïdara,ml MLI,DF,Lens,27,1992,25,24,2132,23.7,2,1,3,2,0,0,6,0,2.1,2.1,1.8,3.9,56,107,90,0.08,0.04,0.13,0.08,0.13,0.09,0.07,0.16,0.09,0.16,Matches,5167c97e
260,Pierre-Yves Hamel,fr FRA,FW,Lorient,26,1994,23,7,849,9.4,4,2,6,3,1,1,5,0,3.1,2.3,0.7,3.0,6,14,26,0.42,0.21,0.64,0.32,0.53,0.33,0.07,0.40,0.24,0.31,Matches,a99da9ec
261,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,33,1987,29,19,1769,19.7,6,1,7,6,0,0,5,0,4.8,4.7,3.5,8.1,62,59,165,0.31,0.05,0.36,0.31,0.36,0.24,0.18,0.42,0.24,0.41,Matches,0b4d8274
262,Dalbert Henrique,br BRA,DF,Rennes,26,1993,13,3,373,4.1,0,1,1,0,0,0,3,0,0.1,0.1,0.4,0.5,11,15,19,0.00,0.24,0.24,0.00,0.24,0.02,0.10,0.12,0.02,0.12,Matches,f45f9427
263,Luis Henrique,br BRA,FWDF,Marseille,18,2001,19,6,675,7.5,0,5,5,0,0,0,0,0,0.3,0.3,2.2,2.4,27,23,83,0.00,0.67,0.67,0.00,0.67,0.03,0.29,0.33,0.03,0.33,Matches,f36d5624
264,Christophe Hérelle,mq MTQ,DF,Brest,27,1992,16,15,1377,15.3,0,0,0,0,0,0,4,0,0.9,0.9,0.1,1.0,9,59,3,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,3681cfff
265,Jérôme Hergault,fr FRA,DFMF,Lorient,34,1986,22,19,1625,18.1,2,0,2,2,0,0,0,0,0.4,0.4,0.3,0.7,25,55,68,0.11,0.00,0.11,0.11,0.11,0.02,0.02,0.04,0.02,0.04,Matches,a84f9a4b
266,Ander Herrera,es ESP,MF,Paris S-G,30,1989,31,18,1851,20.6,1,3,4,1,0,0,6,0,1.4,1.4,3.1,4.6,27,171,57,0.05,0.15,0.19,0.05,0.19,0.07,0.15,0.22,0.07,0.22,Matches,436a9dd0
267,Vitorino Hilton,br BRA,DF,Montpellier,42,1977,29,24,2117,23.5,0,1,1,0,0,0,4,2,1.2,1.2,0.3,1.5,3,59,4,0.00,0.04,0.04,0.00,0.04,0.05,0.01,0.06,0.05,0.06,Matches,c4bbea9f
268,Franck Honorat,fr FRA,MFFW,Brest,23,1996,36,28,2458,27.3,8,4,12,8,0,0,3,0,4.2,4.2,7.9,12.1,83,83,227,0.29,0.15,0.44,0.29,0.44,0.15,0.29,0.44,0.15,0.44,Matches,db7849ca
269,Fraser Hornby,sct SCO,FWMF,Reims,20,1999,3,0,35,0.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.65,0.65,0.65,Matches,29aee77c
270,Adrien Hunou,fr FRA,FWMF,Rennes,26,1994,20,5,589,6.5,4,0,4,4,0,0,1,0,4.6,4.6,1.0,5.6,8,14,60,0.61,0.00,0.61,0.61,0.61,0.71,0.15,0.85,0.71,0.85,Matches,d14229f3
271,Didier Ibrahim Ndong,ga GAB,MF,Dijon,26,1994,29,29,2610,29.0,0,1,1,0,0,0,7,0,0.2,0.2,1.2,1.4,39,155,28,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.05,0.01,0.05,Matches,885b7aa7
272,Mauro Icardi,ar ARG,FW,Paris S-G,27,1993,20,11,1079,12.0,7,3,10,6,1,1,1,0,8.6,7.8,2.7,10.5,3,12,46,0.58,0.25,0.83,0.50,0.75,0.72,0.22,0.94,0.65,0.87,Matches,43b78598
273,Jonathan Ikone,fr FRA,MFFW,Lille,22,1998,37,26,2177,24.2,4,5,9,3,1,1,0,0,4.3,3.5,2.9,6.4,65,73,117,0.17,0.21,0.37,0.12,0.33,0.18,0.12,0.30,0.14,0.26,Matches,42eaa028
274,Yun Il-lok,kr KOR,MFFW,Montpellier,28,1992,12,3,312,3.5,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,8,6,11,0.00,0.00,0.00,0.00,0.00,0.16,0.15,0.31,0.16,0.31,Matches,23bf644d
275,Corentin Jean,fr FRA,FWMF,Lens,25,1995,23,6,580,6.4,1,1,2,1,0,0,3,0,1.7,1.7,0.5,2.2,9,9,55,0.16,0.16,0.31,0.16,0.31,0.26,0.08,0.34,0.26,0.34,Matches,7d9b37bf
276,Jesé,es ESP,FW,Paris S-G,27,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4a537185
277,Stevan Joveti?,me MNE,FWMF,Monaco,30,1989,29,6,802,8.9,6,0,6,6,0,1,1,0,5.5,4.3,0.6,4.9,30,50,80,0.67,0.00,0.67,0.67,0.67,0.62,0.07,0.68,0.48,0.54,Matches,f36c432f
278,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,26,1994,29,6,917,10.2,3,1,4,3,0,1,2,0,2.4,1.6,1.3,2.8,41,43,96,0.29,0.10,0.39,0.29,0.39,0.23,0.12,0.36,0.15,0.28,Matches,32f3d97e
279,Tino Kadewere,zw ZIM,FW,Lyon,24,1996,33,24,2009,22.3,10,3,13,10,0,0,4,0,9.9,9.9,3.4,13.3,36,39,186,0.45,0.13,0.58,0.45,0.58,0.44,0.15,0.60,0.44,0.60,Matches,7d08063d
280,Gaël Kakuta,cd COD,MFFW,Lens,29,1991,35,30,2394,26.6,11,5,16,4,7,9,3,0,11.1,4.0,6.6,10.6,48,147,123,0.41,0.19,0.60,0.15,0.34,0.42,0.25,0.66,0.15,0.40,Matches,5b1bf5e3
281,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,11,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.29,0.23,0.29,Matches,bf4c41f9
282,Arnaud Kalimuendo,fr FRA,FWMF,Lens,18,2002,28,13,1218,13.5,7,3,10,7,0,0,0,0,5.8,5.8,2.5,8.3,41,21,121,0.52,0.22,0.74,0.52,0.74,0.43,0.18,0.61,0.43,0.61,Matches,bf4c41f9
283,Samuel Kalu,ng NGA,FWMF,Bordeaux,22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,0.37,0.09,0.47,0.37,0.47,0.16,0.06,0.22,0.16,0.22,Matches,b8d22478
284,Aboubakar Kamara,mr MTN,FWMF,Dijon,25,1995,10,7,557,6.2,1,0,1,1,0,0,1,1,1.2,1.2,0.8,2.0,10,7,37,0.16,0.00,0.16,0.16,0.16,0.19,0.13,0.32,0.19,0.32,Matches,4047c976
285,Bingourou Kamara,sn SEN,GK,Strasbourg,23,1996,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3814120d
286,Boubacar Kamara,fr FRA,MF,Marseille,20,1999,35,35,2894,32.2,0,2,2,0,0,0,6,0,0.8,0.8,1.4,2.2,41,201,44,0.00,0.06,0.06,0.00,0.06,0.03,0.04,0.07,0.03,0.07,Matches,cc77354e
287,Hassane Kamara,ci CIV,DFFW,Nice,26,1994,36,34,2960,32.9,2,1,3,2,0,0,3,0,1.4,1.4,2.5,3.9,111,142,214,0.06,0.03,0.09,0.06,0.09,0.04,0.07,0.12,0.04,0.12,Matches,19a12bed
288,Wilfried Kanga,ci CIV,FW,Angers,22,1998,2,2,132,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,b4c816a9
289,Eiji Kawashima,jp JPN,GK,Strasbourg,37,1983,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a4527d33
290,Moise Kean,it ITA,FW,Paris S-G,20,2000,26,22,1698,18.9,13,0,13,13,0,0,4,0,10.2,10.2,0.9,11.1,31,22,104,0.69,0.00,0.69,0.69,0.69,0.54,0.05,0.59,0.54,0.59,Matches,3d50bcdb
291,Thilo Kehrer,de GER,DF,Paris S-G,23,1996,24,16,1616,18.0,0,0,0,0,0,0,3,0,0.8,0.8,0.7,1.5,9,58,21,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches,51dbeea9
292,Habib Keita,ml MLI,MF,Lyon,18,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,1,0,0.00,0.00,0.00,0.00,0.00,7.19,0.00,7.19,7.19,7.19,Matches,cc588cbe
293,Saîf-Eddine Khaoui,tn TUN,FWDF,Marseille,25,1995,17,5,606,6.7,2,1,3,2,0,0,4,0,0.9,0.9,0.5,1.4,7,31,39,0.30,0.15,0.45,0.30,0.45,0.13,0.07,0.20,0.13,0.20,Matches,796b1c41
294,Wahbi Khazri,tn TUN,FW,Saint-Étienne,29,1991,22,16,1181,13.1,7,1,8,4,3,3,5,1,4.8,2.4,1.5,3.9,37,56,64,0.53,0.08,0.61,0.30,0.38,0.36,0.11,0.48,0.18,0.30,Matches,2677a1de
295,Presnel Kimpembe,fr FRA,DF,Paris S-G,24,1995,28,26,2303,25.6,0,0,0,0,0,0,6,1,0.3,0.3,0.4,0.7,13,117,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,aef6e670
296,Randal Kolo Muani,fr FRA,FW,Nantes,21,1998,37,35,3029,33.7,9,4,13,9,0,0,3,0,9.5,9.5,6.9,16.5,89,39,206,0.27,0.12,0.39,0.27,0.39,0.28,0.21,0.49,0.28,0.49,Matches,c0b3669f
297,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,28,1991,24,23,2036,22.6,0,0,0,0,0,0,4,1,0.8,0.8,0.4,1.2,12,89,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches,ab096c6f
298,Ghislain Konan,ci CIV,DF,Reims,24,1995,31,29,2613,29.0,2,1,3,2,0,0,5,0,0.3,0.3,1.1,1.4,106,120,127,0.07,0.03,0.10,0.07,0.10,0.01,0.04,0.05,0.01,0.05,Matches,6b2c894b
299,Moussa Konaté,sn SEN,FW,Dijon,27,1993,27,13,1196,13.3,5,1,6,4,1,2,4,0,5.2,3.7,0.4,4.2,10,19,72,0.38,0.08,0.45,0.30,0.38,0.39,0.03,0.42,0.28,0.31,Matches,fcbcbd94
300,Lamine Koné,ci CIV,DF,Strasbourg,31,1989,15,12,1042,11.6,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.9,10,30,2,0.09,0.00,0.09,0.09,0.09,0.07,0.00,0.07,0.07,0.07,Matches,a46472d0
301,Moussa Koné,sn SEN,FW,Nîmes,23,1996,33,21,1755,19.5,9,0,9,9,0,0,2,0,6.4,6.4,1.0,7.4,22,26,85,0.46,0.00,0.46,0.46,0.46,0.33,0.05,0.38,0.33,0.38,Matches,3ef68782
302,Laurent Koscielny,fr FRA,DF,Bordeaux,34,1985,26,25,2218,24.6,0,2,2,0,0,0,3,0,1.6,1.6,1.1,2.7,1,53,3,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.11,0.06,0.11,Matches,f5efb153
303,Boubakar Kouyaté,ml MLI,DF,Metz,23,1997,25,21,1964,21.8,1,0,1,1,0,0,10,0,2.0,2.0,0.2,2.2,1,23,3,0.05,0.00,0.05,0.05,0.05,0.09,0.01,0.10,0.09,0.10,Matches,562a4799
304,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,23,1997,6,2,223,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,6,20,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Matches,037f2523
305,Layvin Kurzawa,fr FRA,DF,Paris S-G,27,1992,19,15,1278,14.2,1,1,2,1,0,0,4,1,1.0,1.0,1.5,2.5,32,60,121,0.07,0.07,0.14,0.07,0.14,0.07,0.11,0.17,0.07,0.17,Matches,41e7ef1c
306,Dereck Kutesa,ch SUI,MFFW,Reims,22,1997,28,6,687,7.6,1,2,3,1,0,0,2,0,1.0,1.0,0.7,1.7,30,11,68,0.13,0.26,0.39,0.13,0.39,0.14,0.09,0.23,0.14,0.23,Matches,1b6862e8
307,Enock Kwateng,fr FRA,DF,Bordeaux,23,1997,18,12,1038,11.5,1,0,1,1,0,0,4,0,0.5,0.5,0.7,1.2,15,44,35,0.09,0.00,0.09,0.09,0.09,0.04,0.06,0.10,0.04,0.10,Matches,4bf69118
308,Gaëtan Laborde,fr FRA,FWMF,Montpellier,26,1994,38,38,3256,36.2,16,8,24,16,0,0,3,0,11.4,11.2,4.6,15.8,81,71,237,0.44,0.22,0.66,0.44,0.66,0.31,0.13,0.44,0.31,0.44,Matches,7cdda3bf
309,Tom Lacoux,fr FRA,MF,Bordeaux,18,2002,13,6,523,5.8,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,3,7,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,295ba708
310,Alban Lafont,fr FRA,GK,Nantes,21,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4e7db402
311,Kenny Lala,fr FRA,DF,Strasbourg,28,1991,21,21,1834,20.4,3,2,5,0,3,3,1,0,2.7,0.4,4.0,4.4,48,88,88,0.15,0.10,0.25,0.00,0.10,0.13,0.20,0.33,0.02,0.22,Matches,770d7eb8
312,Loïck Landre,fr FRA,DF,Nîmes,28,1992,20,20,1626,18.1,1,0,1,1,0,0,2,1,2.1,2.1,0.0,2.1,11,43,1,0.06,0.00,0.06,0.06,0.06,0.12,0.00,0.12,0.12,0.12,Matches,08082af0
313,Julien Laporte,fr FRA,DF,Lorient,26,1993,30,30,2659,29.5,0,0,0,0,0,0,8,1,0.8,0.8,0.3,1.1,17,74,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,f066022d
314,Gautier Larsonneur,fr FRA,GK,Brest,23,1997,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b49729cb
315,Paul Lasne,fr FRA,MF,Brest,31,1989,22,19,1681,18.7,0,0,0,0,0,0,4,1,0.8,0.8,0.3,1.1,10,69,10,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,542cc80f
316,Armand Lauriente,fr FRA,MFFW,Lorient,21,1998,29,16,1622,18.0,3,5,8,3,0,0,4,0,3.7,3.7,5.6,9.4,87,43,144,0.17,0.28,0.44,0.17,0.44,0.21,0.31,0.52,0.21,0.52,Matches,2d22cea7
317,Wesley Lautoa,nc NCL,MFDF,Dijon,32,1987,25,19,1608,17.9,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,5,66,5,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,6e5b5a45
318,Jérémy Le Douaron,fr FRA,FWMF,Brest,22,1998,28,7,816,9.1,1,2,3,1,0,0,0,0,2.2,2.2,0.5,2.8,22,10,68,0.11,0.22,0.33,0.11,0.33,0.25,0.06,0.31,0.25,0.31,Matches,88c4d190
319,Enzo Le Fée,fr FRA,MF,Lorient,20,2000,36,21,1816,20.2,0,5,5,0,0,0,6,0,1.2,1.2,5.0,6.2,47,101,76,0.00,0.25,0.25,0.00,0.25,0.06,0.25,0.31,0.06,0.31,Matches,6f806d99
320,Vincent Le Goff,fr FRA,DF,Lorient,30,1989,26,26,2306,25.6,0,0,0,0,0,0,0,0,0.3,0.3,1.8,2.1,42,88,83,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,2321ea6e
321,Damien Le Tallec,fr FRA,MFDF,Montpellier,30,1990,23,13,1227,13.6,0,0,0,0,0,0,3,1,1.5,1.5,0.6,2.1,8,46,8,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches,8f4d116f
322,James Lea Siliki,cm CMR,MF,Rennes,24,1996,7,3,255,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,8,20,14,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.10,0.09,0.10,Matches,7cf431a5
323,Jean-Louis Leca,fr FRA,GK,Lens,34,1985,37,37,3313,36.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,edbe46dc
324,Benjamin Lecomte,fr FRA,GK,Monaco,29,1991,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2fa2a875
325,Pierre Lees-Melou,fr FRA,MF,Nice,27,1993,29,23,2063,22.9,4,2,6,3,1,1,3,1,4.7,3.9,0.8,4.7,38,141,56,0.17,0.09,0.26,0.13,0.22,0.20,0.03,0.24,0.17,0.21,Matches,f5044e54
326,Fabien Lemoine,fr FRA,MF,Lorient,33,1987,30,24,1934,21.5,1,0,1,1,0,0,8,0,0.9,0.9,1.5,2.3,21,122,26,0.05,0.00,0.05,0.05,0.05,0.04,0.07,0.11,0.04,0.11,Matches,54d51e22
327,Aaron Leya Iseka,be BEL,FW,Metz,22,1997,21,12,1008,11.2,4,0,4,2,2,3,4,0,4.8,2.5,0.6,3.0,13,12,51,0.36,0.00,0.36,0.18,0.18,0.43,0.05,0.48,0.22,0.27,Matches,29ef0f49
328,Yanis Lhery,fr FRA,MF,Saint-Étienne,17,2003,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,cc972842
329,Dimitri Liénard,fr FRA,MF,Strasbourg,32,1988,34,19,1829,20.3,2,4,6,1,1,2,2,0,2.8,1.1,4.8,5.9,45,111,87,0.10,0.20,0.30,0.05,0.25,0.14,0.24,0.37,0.05,0.29,Matches,f7691f63
330,Isaac Lihadji,fr FRA,MFFW,Lille,18,2002,15,1,196,2.2,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,11,10,30,0.00,0.46,0.46,0.00,0.46,0.34,0.24,0.57,0.34,0.57,Matches,57a46f3f
331,Pol Lirola,es ESP,DFFW,Marseille,22,1997,19,17,1553,17.3,2,2,4,2,0,0,3,0,1.3,1.3,2.2,3.5,63,55,128,0.12,0.12,0.23,0.12,0.23,0.08,0.13,0.20,0.08,0.20,Matches,ff800ed8
332,Anthony Lopes,pt POR,GK,Lyon,29,1990,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f00de885
333,Rony Lopes,pt POR,FWMF,Nice,24,1995,28,23,1783,19.8,3,1,4,3,0,0,1,0,2.9,2.9,3.9,6.8,55,68,159,0.15,0.05,0.20,0.15,0.20,0.15,0.20,0.35,0.15,0.35,Matches,7c2965bb
334,Maxime Lopez,fr FRA,FWMF,Marseille,22,1997,4,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,20094685
335,Dion Lopy,sn SEN,MF,Reims,18,2002,4,3,256,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,5,12,3,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,64c14d49
336,Jordan Lotomba,ch SUI,DFMF,Nice,21,1998,30,24,2123,23.6,1,0,1,1,0,0,7,1,0.3,0.3,1.3,1.6,65,85,115,0.04,0.00,0.04,0.04,0.04,0.01,0.05,0.07,0.01,0.07,Matches,fc4cf6a7
337,Adrien Louveau,fr FRA,MF,Lens,20,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,85847c67
338,Imran Louza,ma MAR,MF,Nantes,21,1999,33,28,2379,26.4,7,2,9,2,5,5,4,1,5.8,1.9,1.8,3.7,33,148,76,0.26,0.08,0.34,0.08,0.15,0.22,0.07,0.29,0.07,0.14,Matches,e1df6989
339,Jean Lucas,br BRA,MF,Lyon,22,1998,8,1,172,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,19,9,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,a99138af
340,Jean Lucas,br BRA,MFFW,Brest,22,1998,16,11,1011,11.2,0,2,2,0,0,0,4,1,1.2,1.2,1.1,2.3,28,62,25,0.00,0.18,0.18,0.00,0.18,0.10,0.10,0.20,0.10,0.20,Matches,a99138af
341,Florentino Luís,pt POR,MF,Monaco,20,1999,9,2,241,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,16,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,881cd6be
342,Yann M'Vila,fr FRA,MF,Saint-Étienne,30,1990,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d4133fa1
343,Yvann Macon,fr FRA,DF,Saint-Étienne,21,1998,6,6,539,6.0,1,1,2,1,0,0,2,0,0.1,0.1,0.1,0.1,16,17,17,0.17,0.17,0.33,0.17,0.33,0.01,0.01,0.02,0.01,0.02,Matches,0bb6e193
344,Hugo Magnetti,fr FRA,MF,Brest,22,1998,13,7,603,6.7,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,6,35,1,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches,d4d35152
345,Hicham Mahou,fr FRA,FW,Nice,21,1999,2,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,f329ec76
346,Habib Maïga,ci CIV,MF,Metz,24,1996,31,31,2693,29.9,1,3,4,1,0,0,9,0,2.1,2.1,1.9,4.0,47,161,43,0.03,0.10,0.13,0.03,0.13,0.07,0.06,0.13,0.07,0.13,Matches,e768de1f
347,Mike Maignan,fr FRA,GK,Lille,25,1995,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fcb38f57
348,Josh Maja,ng NGA,FW,Bordeaux,21,1998,17,11,804,8.9,2,0,2,2,0,0,2,0,2.4,2.4,0.4,2.8,7,8,57,0.22,0.00,0.22,0.22,0.22,0.27,0.04,0.31,0.27,0.31,Matches,bc0bfc64
349,Rados?aw Majecki,pl POL,GK,Monaco,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,20de219a
350,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,28,1991,15,5,552,6.1,1,0,1,0,1,1,0,0,1.9,1.1,0.1,1.2,18,9,43,0.16,0.00,0.16,0.00,0.00,0.32,0.01,0.32,0.19,0.20,Matches,46907171
351,Marco Majouga,fr FRA,FWMF,Nîmes,19,2001,8,0,124,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,5,6,8,0.00,0.00,0.00,0.00,0.00,0.12,0.47,0.58,0.12,0.58,Matches,a27ecdc2
352,Hianga Mananga Mbock,fr FRA,MFFW,Brest,20,1999,12,4,458,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,9,16,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,0f86995c
353,Vincent Manceau,fr FRA,DF,Angers,31,1989,27,25,2309,25.7,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,37,123,103,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches,c26a3918
354,Steve Mandanda,fr FRA,GK,Marseille,35,1985,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1d2d5cc8
355,Reinildo Mandava,mz MOZ,DF,Lille,26,1994,29,24,2180,24.2,0,0,0,0,0,0,2,1,0.1,0.1,1.4,1.6,48,117,145,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,0.06,Matches,c20bdcd7
356,Thomas Mangani,fr FRA,MF,Angers,33,1987,35,32,2691,29.9,3,3,6,0,3,3,3,0,3.3,0.9,3.7,4.6,22,265,36,0.10,0.10,0.20,0.00,0.10,0.11,0.12,0.23,0.03,0.15,Matches,c801616a
357,Vito Mannone,it ITA,GK,Monaco,32,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c4173f1a
358,Myziane Maolida,fr FRA,FWMF,Nice,21,1999,19,11,1077,12.0,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,35,20,92,0.25,0.08,0.33,0.25,0.33,0.19,0.16,0.34,0.19,0.34,Matches,706a60e1
359,Faitout Maouassa,fr FRA,DF,Rennes,22,1998,23,13,1170,13.0,0,1,1,0,0,0,4,0,1.0,1.0,0.9,1.8,43,58,60,0.00,0.08,0.08,0.00,0.08,0.07,0.07,0.14,0.07,0.14,Matches,e54a9890
360,Sekou Mara,fr FRA,FWMF,Bordeaux,18,2002,8,2,229,2.5,1,2,3,1,0,0,0,0,0.5,0.5,0.4,0.9,5,3,17,0.39,0.79,1.18,0.39,1.18,0.20,0.16,0.36,0.20,0.36,Matches,3544641e
