Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Ignazio Abate,it ITA,DFMF,Milan,25,1986,27,25,2291,25.5,0,2,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,1c529186
2,Christian Abbiati,it ITA,GK,Milan,35,1977,28,28,2444,27.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,322421c2
3,Elvis Abbruscato,it ITA,FW,Pescara,31,1981,25,11,1148,12.8,2,0,2,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,3b0bc99c
4,Mathías Abero,uy URU,DFMF,Bologna,22,1990,10,1,264,2.9,0,1,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,Matches,33cb8ca4
5,Francesco Acerbi,it ITA,DF,Chievo,24,1988,7,5,443,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b96b595c
6,Francesco Acerbi,it ITA,DF,Milan,24,1988,6,5,473,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b96b595c
7,Robert Acquafresca,it ITA,FW,Bologna,24,1987,6,3,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d2b115ae
8,Afriyie Acquah,gh GHA,MF,Parma,20,1992,13,4,540,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d7403bd5
9,Michael Agazzi,it ITA,GK,Cagliari,28,1984,35,35,3099,34.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,0eda0ab8
10,Federico Agliardi,it ITA,GK,Bologna,29,1983,22,20,1898,21.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18b0ad94
11,Salvador Agra,pt POR,FWMF,Siena,20,1991,8,3,309,3.4,0,2,2,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58,Matches,a130741a
12,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,21,1990,25,14,1535,17.1,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,fe0b8f0e
13,Said Ahmed Said,it ITA,FW,Genoa,19,1993,5,0,126,1.4,1,1,2,1,0,0,0,0,0.71,0.71,1.43,0.71,1.43,Matches,99cc6628
14,Allan,br BRA,DFMF,Udinese,21,1991,36,33,3039,33.8,0,6,6,0,0,0,6,0,0.00,0.18,0.18,0.00,0.18,Matches,cc700722
15,Sergio Almirón,ar ARG,MF,Catania,31,1980,30,26,1947,21.6,4,0,4,4,0,0,5,0,0.18,0.00,0.18,0.18,0.18,Matches,ce05fadf
16,Pablo Álvarez,ar ARG,DF,Catania,28,1984,27,26,2194,24.4,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,1226cc4f
17,Ricky Álvarez,ar ARG,MF,Inter,24,1988,23,12,1182,13.1,5,1,6,4,1,2,0,0,0.38,0.08,0.46,0.30,0.38,Matches,92a5ac34
18,Amauri,it ITA,FW,Parma,32,1980,33,26,2263,25.1,10,4,14,9,1,1,3,0,0.40,0.16,0.56,0.36,0.52,Matches,b6d4bf9d
19,Massimo Ambrosini,it ITA,MF,Milan,35,1977,20,16,1237,13.7,0,1,1,0,0,0,10,1,0.00,0.07,0.07,0.00,0.07,Matches,26b20735
20,Marco Amelia,it ITA,GK,Milan,30,1982,11,10,976,10.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,54da8e59
21,Álvaro Ampuero,pe PER,DFMF,Parma,19,1992,5,4,298,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7b485136
22,Marco Andreolli,it ITA,DF,Chievo,26,1986,28,28,2492,27.7,2,0,2,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,13d820de
23,Mariano Andújar,ar ARG,GK,Catania,29,1983,34,34,3060,34.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,609cd867
24,Nicolas Anelka,fr FRA,FW,Juventus,33,1979,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,931ed5e9
25,Gabriele Angella,it ITA,DF,Udinese,23,1989,14,11,1073,11.9,4,0,4,4,0,0,4,0,0.34,0.00,0.34,0.34,0.34,Matches,0c971997
26,Ângelo,br BRA,DFMF,Siena,31,1981,28,27,2189,24.3,1,3,4,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,Matches,376fa7e6
27,Mirco Antenucci,it ITA,FW,Catania,27,1984,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,43a2e16c
28,Luca Antonelli,it ITA,DFMF,Genoa,25,1987,33,32,2812,31.2,1,5,6,1,0,0,7,0,0.03,0.16,0.19,0.03,0.19,Matches,40f0ed6c
29,Luca Antonini,it ITA,DFMF,Milan,29,1982,6,5,422,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,09952eb7
30,Juan Antonio,ar ARG,FWMF,Sampdoria,24,1988,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fca7c577
31,Mikael Antonsson,se SWE,DF,Bologna,31,1981,31,31,2731,30.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,f2d791b6
32,Alberto Aquilani,it ITA,MF,Fiorentina,28,1984,25,20,1662,18.5,7,6,13,7,0,1,6,1,0.38,0.32,0.70,0.38,0.70,Matches,ad340e17
33,Egidio Arévalo,uy URU,MF,Palermo,30,1982,27,22,2018,22.4,2,2,4,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches,eb65c8f9
34,Lorenzo Ariaudo,it ITA,DF,Cagliari,23,1989,17,15,1416,15.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,68b78c2a
