Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Mohammed Abdellaoue,no NOR,FW,Stuttgart,27,1985,12,7,655,7.3,1,1,2,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,Matches,7b068bd2
2,David Abraham,ar ARG,DF,Hoffenheim,27,1986,20,20,1722,19.1,2,0,2,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,565bf0da
3,Orhan Ademi,ch SUI,FW,Braunschweig,21,1991,25,8,895,9.9,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches,681f5bbe
4,René Adler,de GER,GK,Hamburger SV,28,1985,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f71890f5
5,Stefan Aigner,de GER,FWMF,Eint Frankfurt,25,1987,28,24,2158,24.0,4,6,10,4,0,0,4,0,0.17,0.25,0.42,0.17,0.42,Matches,17cc3f63
6,David Alaba,at AUT,DFMF,Bayern Munich,21,1992,28,26,2398,26.6,2,6,8,1,1,2,0,0,0.08,0.23,0.30,0.04,0.26,Matches,05439de2
7,Tim Albutat,de GER,MF,Freiburg,20,1992,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1dcf180
8,Thiago Alcántara,es ESP,MF,Bayern Munich,22,1991,16,11,1001,11.1,2,4,6,2,0,0,1,0,0.18,0.36,0.54,0.18,0.54,Matches,77e84962
9,Sami Allagui,tn TUN,FWMF,Hertha BSC,27,1986,29,23,1975,21.9,9,2,11,9,0,0,4,0,0.41,0.09,0.50,0.41,0.50,Matches,96d9f642
10,Halil Alt?ntop,tr TUR,FWMF,Augsburg,30,1982,34,34,2695,29.9,10,3,13,10,0,0,1,0,0.33,0.10,0.43,0.33,0.43,Matches,efcdb132
11,Mohamed Amsif,ma MAR,GK,Augsburg,24,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c3f2927
12,Leon Andreasen,dk DEN,DFMF,Hannover 96,30,1983,31,28,2432,27.0,3,3,6,3,0,0,6,0,0.11,0.11,0.22,0.11,0.22,Matches,8a000de5
13,Martin Angha,ch SUI,DF,Nürnberg,19,1994,14,11,1045,11.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,41a1a2c8
14,Anthony Annan,gh GHA,MF,Schalke 04,27,1986,3,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c524d4a
15,Dennis Aogo,de GER,DFMF,Hamburger SV,26,1987,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c311243f
16,Dennis Aogo,de GER,DFMF,Schalke 04,26,1987,10,10,888,9.9,0,3,3,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches,c311243f
17,Juan Arango,ve VEN,MF,M'Gladbach,33,1980,31,31,2587,28.7,8,5,13,8,0,0,2,0,0.28,0.17,0.45,0.28,0.45,Matches,49c057c9
18,Marko Arnautovi?,at AUT,FWMF,Werder Bremen,24,1989,2,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,00459419
19,Maximilian Arnold,de GER,MF,Wolfsburg,19,1994,28,27,2239,24.9,7,2,9,7,0,0,3,1,0.28,0.08,0.36,0.28,0.36,Matches,86e119e0
20,Tolgay Arslan,de GER,MF,Hamburger SV,22,1990,32,27,2471,27.5,1,3,4,1,0,0,10,0,0.04,0.11,0.15,0.04,0.15,Matches,963a328b
21,Pierre-Emerick Aubameyang,ga GAB,FWMF,Dortmund,24,1989,32,21,1955,21.7,13,4,17,13,0,0,1,0,0.60,0.18,0.78,0.60,0.78,Matches,d5dd5f1f
22,Christopher Avevor,de GER,DFMF,Hannover 96,21,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fc140dd
23,Levent Ayçiçek,de GER,MF,Werder Bremen,19,1994,2,0,13,0.1,1,0,1,1,0,0,0,0,6.92,0.00,6.92,6.92,6.92,Matches,bbbfb513
24,Kaan Ayhan,tr TUR,DFMF,Schalke 04,18,1994,14,9,879,9.8,1,1,2,1,0,0,3,0,0.10,0.10,0.20,0.10,0.20,Matches,2200181e
25,Milan Badelj,hr CRO,MF,Hamburger SV,24,1989,29,29,2403,26.7,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,Matches,e8c930bb
26,Daniel Baier,de GER,MF,Augsburg,29,1984,34,34,3060,34.0,0,3,3,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,f261abcb
27,Marvin Bakalorz,de GER,MF,Eint Frankfurt,23,1989,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04c11885
28,Hanno Balitsch,de GER,MF,Nürnberg,32,1981,14,11,1057,11.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2b48fa93
29,Anderson Bamba,br BRA,DF,Eint Frankfurt,25,1988,15,15,1292,14.4,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,b85d1f36
30,Philipp Bargfrede,de GER,MF,Werder Bremen,24,1989,20,17,1578,17.5,3,0,3,3,0,0,6,0,0.17,0.00,0.17,0.17,0.17,Matches,3f7cd8f1
31,Tranquillo Barnetta,ch SUI,MF,Schalke 04,28,1985,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b594e37
32,Tranquillo Barnetta,ch SUI,MF,Eint Frankfurt,28,1985,22,20,1639,18.2,1,3,4,1,0,0,2,0,0.05,0.16,0.22,0.05,0.22,Matches,6b594e37
33,Oliver Baumann,de GER,GK,Freiburg,23,1990,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47064058
