Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
154,Florian Hartherz,de GER,DF,Paderborn 07,21,1993,10,9,775,8.6,0,2,2,0,0,0,1,1,0.00,0.23,0.23,0.00,0.23,Matches,2644819e
155,Makoto Hasebe,jp JPN,DFMF,Eint Frankfurt,30,1984,33,33,2845,31.6,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,Matches,9ab16552
156,Thorgan Hazard,be BEL,FWMF,M'Gladbach,21,1993,28,7,917,10.2,1,7,8,1,0,0,1,0,0.10,0.69,0.79,0.10,0.79,Matches,50871bcc
157,Jonas Hector,de GER,DFMF,Köln,24,1990,33,33,2970,33.0,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,c2009df3
158,Jens Hegeler,de GER,DFMF,Hertha BSC,26,1988,24,14,1367,15.2,1,1,2,0,1,1,4,0,0.07,0.07,0.13,0.00,0.07,Matches,959d5963
159,Michael Heinloth,de GER,DF,Paderborn 07,22,1992,21,19,1630,18.1,0,1,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,Matches,46dca3f4
160,John Heitinga,nl NED,DFMF,Hertha BSC,30,1983,13,11,932,10.4,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,2661360d
161,Kai Herdling,de GER,FWMF,Hoffenheim,30,1984,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,23142280
162,Patrick Herrmann,de GER,FWMF,M'Gladbach,23,1991,32,26,2187,24.3,11,4,15,11,0,0,5,0,0.45,0.16,0.62,0.45,0.62,Matches,dfb6490a
163,Son Heung-min,kr KOR,FWMF,Leverkusen,22,1992,30,28,2280,25.3,11,2,13,11,0,0,4,0,0.43,0.08,0.51,0.43,0.51,Matches,92e7e919
164,Roberto Hilbert,de GER,DFMF,Leverkusen,29,1984,23,21,1788,19.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,a8d2b7ca
165,Timo Hildebrand,de GER,GK,Eint Frankfurt,35,1979,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,672b5171
166,Maurice Hirsch,de GER,MF,Hannover 96,21,1993,7,5,423,4.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,0acbca30
167,Marwin Hitz,ch SUI,GK,Augsburg,26,1987,25,25,2250,25.0,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,2e7ff968
168,Adam Hloušek,cz CZE,DFFW,Stuttgart,25,1988,22,17,1569,17.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,54e217e3
169,Nicolas Höfler,de GER,MF,Freiburg,24,1990,20,15,1421,15.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5d8e331f
170,Jonas Hofmann,de GER,FWMF,Mainz 05,22,1992,10,8,615,6.8,3,0,3,2,1,1,1,0,0.44,0.00,0.44,0.29,0.29,Matches,2903a856
171,Jonas Hofmann,de GER,FWMF,Dortmund,22,1992,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2903a856
172,Marco Höger,de GER,DFMF,Schalke 04,24,1989,26,26,2071,23.0,1,2,3,1,0,0,11,0,0.04,0.09,0.13,0.04,0.13,Matches,4114f306
173,Immanuel Höhn,de GER,DF,Freiburg,22,1991,7,6,540,6.0,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,52994fd9
174,Lewis Holtby,de GER,MF,Hamburger SV,23,1990,22,17,1585,17.6,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,410ab123
175,Timo Horn,de GER,GK,Köln,21,1993,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cd9e95a
176,Hajime Hosogai,jp JPN,DFMF,Hertha BSC,28,1986,20,16,1431,15.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,de147b42
177,Benedikt Höwedes,de GER,DF,Schalke 04,26,1988,28,28,2486,27.6,2,0,2,2,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches,d5c04323
178,Branimir Hrgota,se SWE,FWMF,M'Gladbach,21,1993,17,8,702,7.8,2,3,5,2,0,0,0,0,0.26,0.38,0.64,0.26,0.64,Matches,710fbdd1
