Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
342,Oumar Niasse,sn SEN,FW,Everton,28,1990,5,0,63,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,10,0.00,0.00,0.00,0.00,0.00,0.71,0.34,1.05,0.71,1.05,Matches,af721f98
343,Eddie Nketiah,eng ENG,MFFW,Arsenal,19,1999,5,0,67,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,1,7,1.34,0.00,1.34,1.34,1.34,0.27,0.18,0.45,0.27,0.45,Matches,a53649b7
344,Mark Noble,eng ENG,MF,West Ham,31,1987,31,29,2291,25.5,5,5,10,1,4,4,6,1,3.7,0.5,1.9,2.4,23,197,47,0.20,0.20,0.39,0.04,0.24,0.14,0.07,0.22,0.02,0.09,Matches,ff527768
345,Håvard Nordtveit,no NOR,DF,Fulham,28,1990,5,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,5,0,0.00,0.25,0.25,0.00,0.25,0.00,0.04,0.04,0.00,0.04,Matches,6cafd68d
346,Will Norris,eng ENG,GK,Wolves,24,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c73ada83
347,Michael Obafemi,ie IRL,FW,Southampton,18,2000,6,1,137,1.5,1,1,2,1,0,0,1,0,1.7,1.7,0.4,2.1,5,2,12,0.66,0.66,1.31,0.66,1.31,1.12,0.23,1.35,1.12,1.35,Matches,caa1a7f0
348,Pedro Obiang,gq EQG,MF,West Ham,26,1992,24,12,1128,12.5,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,11,65,22,0.00,0.08,0.08,0.00,0.08,0.05,0.08,0.13,0.05,0.13,Matches,ba1e04b3
349,Denis Odoi,gh GHA,DF,Fulham,30,1988,31,29,2594,28.8,0,1,1,0,0,0,4,0,0.6,0.6,0.7,1.3,36,101,16,0.00,0.03,0.03,0.00,0.03,0.02,0.02,0.04,0.02,0.04,Matches,f7750aa0
350,Angelo Ogbonna,it ITA,DF,West Ham,30,1988,24,20,1874,20.8,1,1,2,1,0,0,2,0,1.8,1.8,0.9,2.8,6,43,1,0.05,0.05,0.10,0.05,0.10,0.09,0.04,0.13,0.09,0.13,Matches,74b2cd7e
351,Stefano Okaka,it ITA,FWMF,Watford,28,1989,2,0,24,0.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,1,1,7,0.00,0.00,0.00,0.00,0.00,2.01,0.41,2.42,2.01,2.42,Matches,601ef102
352,Shinji Okazaki,jp JPN,MFFW,Leicester City,32,1986,21,1,288,3.2,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,0,7,26,0.00,0.31,0.31,0.00,0.31,0.17,0.03,0.20,0.17,0.20,Matches,68796d61
353,Divock Origi,be BEL,FW,Liverpool,23,1995,12,4,371,4.1,3,1,4,3,0,0,0,0,2.2,2.2,0.2,2.3,16,7,28,0.73,0.24,0.97,0.73,0.97,0.53,0.04,0.57,0.53,0.57,Matches,43a166b4
354,Nicolás Otamendi,ar ARG,DF,Manchester City,30,1988,18,14,1236,13.7,0,0,0,0,0,0,1,0,1.3,1.3,0.2,1.5,27,92,3,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches,0d267745
355,Alex Oxlade-Chamberlain,eng ENG,MF,Liverpool,24,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,4,1,0.00,0.00,0.00,0.00,0.00,2.33,0.30,2.62,2.33,2.62,Matches,38c7feef
356,Mesut Özil,de GER,MFFW,Arsenal,29,1988,24,20,1735,19.3,5,2,7,5,0,0,2,0,1.7,1.7,4.1,5.8,75,146,174,0.26,0.10,0.36,0.26,0.36,0.09,0.21,0.30,0.09,0.30,Matches,16380240
357,Emerson Palmieri,it ITA,DF,Chelsea,23,1994,10,7,663,7.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,39,34,50,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches,e0bc6fdc
358,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,30,1988,25,25,2198,24.4,1,2,3,1,0,0,12,0,0.8,0.8,0.7,1.5,14,43,3,0.04,0.08,0.12,0.04,0.12,0.03,0.03,0.06,0.03,0.06,Matches,b682dcf6
359,Callum Paterson,sct SCO,FWMF,Cardiff City,23,1994,27,21,1998,22.2,4,1,5,4,0,0,4,0,5.5,5.5,2.8,8.2,13,68,63,0.18,0.05,0.23,0.18,0.23,0.25,0.12,0.37,0.25,0.37,Matches,d2583bce
360,Rui Patrício,pt POR,GK,Wolves,30,1988,37,37,3329,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,79b0d6a0
361,Pedro,es ESP,FW,Chelsea,31,1987,31,21,1778,19.8,8,2,10,8,0,0,2,0,5.3,5.3,3.5,8.8,63,94,202,0.40,0.10,0.51,0.40,0.51,0.27,0.18,0.45,0.27,0.45,Matches,3ca7254a
362,Lee Peltier,eng ENG,DF,Cardiff City,31,1986,20,17,1544,17.2,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,1,33,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,af341b88
363,Andreas Pereira,br BRA,MF,Manchester Utd,22,1996,15,6,599,6.7,1,1,2,1,0,0,5,0,0.3,0.3,0.9,1.1,10,33,19,0.15,0.15,0.30,0.15,0.30,0.04,0.13,0.17,0.04,0.17,Matches,6639e500
364,Ricardo Pereira,pt POR,DFFW,Leicester City,24,1993,35,35,3123,34.7,2,6,8,2,0,0,7,0,1.2,1.2,5.2,6.4,114,170,150,0.06,0.17,0.23,0.06,0.23,0.04,0.15,0.18,0.04,0.18,Matches,75a72a99
365,Roberto Pereyra,ar ARG,MF,Watford,27,1991,33,33,2815,31.3,6,1,7,6,0,0,3,0,5.4,5.4,3.2,8.6,101,117,188,0.19,0.03,0.22,0.19,0.22,0.17,0.10,0.28,0.17,0.28,Matches,75f2c59f
366,Ayoze Pérez,es ESP,MFFW,Newcastle Utd,25,1993,37,34,2917,32.4,12,2,14,12,0,0,2,0,7.5,7.5,3.6,11.1,72,82,159,0.37,0.06,0.43,0.37,0.43,0.23,0.11,0.34,0.23,0.34,Matches,819aa8e7
367,Lucas Pérez,es ESP,FWMF,West Ham,29,1988,15,4,475,5.3,3,0,3,3,0,0,0,0,1.3,1.3,0.8,2.1,2,7,34,0.57,0.00,0.57,0.57,0.57,0.24,0.16,0.39,0.24,0.39,Matches,a300ac7e
368,Jordan Pickford,eng ENG,GK,Everton,24,1994,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4806ec67
369,Paul Pogba,fr FRA,MF,Manchester Utd,25,1993,35,34,3006,33.4,13,9,22,6,7,10,6,0,15.0,7.1,4.7,11.8,100,295,205,0.39,0.27,0.66,0.18,0.45,0.45,0.14,0.59,0.21,0.35,Matches,867239d3
370,Alex Pritchard,eng ENG,MFFW,Huddersfield,25,1993,30,26,2081,23.1,2,0,2,2,0,0,2,0,2.7,2.7,1.8,4.5,72,91,164,0.09,0.00,0.09,0.09,0.09,0.12,0.08,0.19,0.12,0.19,Matches,ff9fcd4d
371,Sebastian Prödl,at AUT,DF,Watford,31,1987,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f5e6d08d
372,Davy Pröpper,nl NED,MF,Brighton,26,1991,30,30,2546,28.3,1,1,2,1,0,0,2,0,0.9,0.9,1.3,2.1,28,165,58,0.04,0.04,0.07,0.04,0.07,0.03,0.05,0.08,0.03,0.08,Matches,fdd85f94
373,Jason Puncheon,eng ENG,MF,Crystal Palace,32,1986,5,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fd3f57ce
374,Jason Puncheon,eng ENG,MF,Huddersfield,32,1986,6,5,382,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,6,26,17,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.19,0.06,0.19,Matches,fd3f57ce
375,Collin Quaner,de GER,FW,Huddersfield,27,1991,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches,19b8b0b9
376,Domingos Quina,pt POR,MF,Watford,18,1999,8,3,338,3.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,8,20,6,0.27,0.00,0.27,0.27,0.27,0.04,0.02,0.06,0.04,0.06,Matches,41fb0f4e
377,Joe Ralls,eng ENG,MF,Cardiff City,24,1993,28,22,1959,21.8,0,0,0,0,0,1,4,1,1.6,0.8,3.2,4.1,20,111,18,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.22,0.04,0.19,Matches,3730fcbc
378,Aaron Ramsey,wls WAL,MF,Arsenal,27,1990,28,14,1331,14.8,4,6,10,4,0,0,0,0,3.4,3.4,2.0,5.4,47,88,133,0.27,0.41,0.68,0.27,0.68,0.23,0.14,0.37,0.23,0.37,Matches,ef619b0b
379,Kayne Ramsey,eng ENG,DF,Southampton,17,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,dc31b84c
380,Marcus Rashford,eng ENG,FW,Manchester Utd,20,1997,33,26,2334,25.9,10,6,16,10,0,0,3,1,10.7,10.7,5.0,15.7,74,65,225,0.39,0.23,0.62,0.39,0.62,0.41,0.19,0.60,0.41,0.60,Matches,a1d5bd30
381,Tim Ream,us USA,DF,Fulham,30,1987,26,25,2047,22.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,13,68,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,28b40c9c
382,Nathan Redmond,eng ENG,MFFW,Southampton,24,1994,38,36,3270,36.3,6,4,10,6,0,0,3,0,7.6,7.6,4.7,12.2,174,129,301,0.17,0.11,0.28,0.17,0.28,0.21,0.13,0.34,0.21,0.34,Matches,ab651565
383,Bobby Reid,jm JAM,FWMF,Cardiff City,25,1993,27,16,1424,15.8,5,2,7,4,1,1,0,0,3.8,3.0,1.2,4.2,15,23,76,0.32,0.13,0.44,0.25,0.38,0.24,0.07,0.31,0.19,0.26,Matches,0f7533cd
384,Declan Rice,eng ENG,MF,West Ham,19,1999,34,34,3003,33.4,2,0,2,2,0,0,4,0,1.2,1.2,0.4,1.6,27,127,11,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,1c7012b8
385,Jazz Richards,wls WAL,DFMF,Cardiff City,27,1991,4,0,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,afef14da
386,Richarlison,br BRA,FWMF,Everton,21,1997,35,32,2665,29.6,13,1,14,13,0,0,5,1,9.4,9.3,2.0,11.3,95,74,220,0.44,0.03,0.47,0.44,0.47,0.32,0.07,0.38,0.32,0.38,Matches,fa031b34
387,Diego Rico,es ESP,DFMF,Bournemouth,25,1993,12,5,612,6.8,0,0,0,0,0,0,1,0,0.2,0.2,1.1,1.3,11,39,34,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20,Matches,d9ba39fc
388,Sergio Rico,es ESP,GK,Fulham,24,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5f0241b2
389,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,28,1989,36,35,2928,32.5,2,8,10,1,1,2,9,0,5.1,3.6,5.3,8.9,56,83,131,0.06,0.25,0.31,0.03,0.28,0.16,0.16,0.32,0.11,0.27,Matches,71ef519e
390,Andrew Robertson,sct SCO,DF,Liverpool,24,1994,36,36,3216,35.7,0,11,11,0,0,0,4,0,0.7,0.7,7.2,7.9,124,244,263,0.00,0.31,0.31,0.00,0.31,0.02,0.20,0.22,0.02,0.22,Matches,2e4f5f03
391,Marcos Rojo,ar ARG,DF,Manchester Utd,28,1990,5,2,212,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,8,3,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,e0991c04
392,Oriol Romeu,es ESP,MF,Southampton,26,1991,31,25,2136,23.7,1,0,1,1,0,0,11,0,0.9,0.9,1.0,1.9,19,147,10,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,Matches,4b511457
393,Salomón Rondón,ve VEN,FW,Newcastle Utd,28,1989,32,30,2603,28.9,11,7,18,11,0,0,1,0,10.4,10.4,3.0,13.4,38,46,154,0.38,0.24,0.62,0.38,0.62,0.36,0.10,0.46,0.36,0.46,Matches,b318a643
394,Danny Rose,eng ENG,DF,Tottenham,28,1990,26,20,1798,20.0,0,3,3,0,0,0,5,0,0.7,0.7,2.2,2.9,83,99,141,0.00,0.15,0.15,0.00,0.15,0.04,0.11,0.15,0.04,0.15,Matches,89d10e53
395,Aaron Rowe,eng ENG,FW,Huddersfield,17,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4b6bcb0d
396,John Ruddy,eng ENG,GK,Wolves,31,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,da8b19e2
397,Antonio Rüdiger,de GER,DF,Chelsea,25,1993,33,33,2871,31.9,1,0,1,1,0,0,7,0,2.5,2.5,0.6,3.1,21,174,1,0.03,0.00,0.03,0.03,0.03,0.08,0.02,0.10,0.08,0.10,Matches,18b896d6
398,Mathew Ryan,au AUS,GK,Brighton,26,1992,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4535e4bb
399,Abdelhamid Sabiri,ma MAR,FW,Huddersfield,21,1996,2,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4830e0af
400,Romain Saïss,ma MAR,MFDF,Wolves,28,1990,19,12,1149,12.8,2,0,2,2,0,0,7,0,1.4,1.4,0.6,2.0,9,66,8,0.16,0.00,0.16,0.16,0.16,0.11,0.05,0.16,0.11,0.16,Matches,9fbbcf39
401,Bukayo Saka,eng ENG,FW,Arsenal,16,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bc7dc64d
402,Mamadou Sakho,fr FRA,DF,Crystal Palace,28,1990,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,8,91,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches,87935cf3
403,Bakary Sako,ml MLI,FW,Crystal Palace,30,1988,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,381d7d54
404,Mohamed Salah,eg EGY,FW,Liverpool,26,1992,38,37,3250,36.1,22,8,30,19,3,3,1,0,20.2,17.9,9.4,27.2,131,127,429,0.61,0.22,0.83,0.53,0.75,0.56,0.26,0.82,0.49,0.75,Matches,e342ad68
405,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,29,1988,20,9,880,9.8,1,3,4,1,0,0,3,0,1.5,1.5,3.0,4.5,37,50,89,0.10,0.31,0.41,0.10,0.41,0.15,0.31,0.46,0.15,0.46,Matches,2c0f8e9e
406,Carlos Sánchez,co COL,MF,West Ham,32,1986,7,2,245,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,14,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,50b51fac
407,Davinson Sánchez,co COL,DF,Tottenham,22,1996,23,22,1942,21.6,1,1,2,1,0,0,2,0,1.4,1.4,0.4,1.8,5,59,2,0.05,0.05,0.09,0.05,0.09,0.06,0.02,0.08,0.06,0.08,Matches,da7b447d
408,Leroy Sané,de GER,FW,Manchester City,22,1996,31,21,1867,20.7,10,10,20,10,0,0,1,0,6.7,6.7,7.4,14.1,84,67,341,0.48,0.48,0.96,0.48,0.96,0.32,0.36,0.68,0.32,0.68,Matches,2b114be3
409,Fabian Schär,ch SUI,DF,Newcastle Utd,26,1991,24,22,1999,22.2,4,1,5,4,0,0,12,0,1.9,1.9,0.7,2.6,26,72,8,0.18,0.05,0.23,0.18,0.23,0.08,0.03,0.12,0.08,0.12,Matches,c8aa95da
410,Christopher Schindler,de GER,DF,Huddersfield,28,1990,37,37,3260,36.2,1,0,1,1,0,0,5,1,1.1,1.1,0.2,1.3,15,72,5,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches,8ae9869d
411,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,25,1992,30,18,1670,18.6,4,1,5,4,0,0,1,0,3.2,3.2,1.2,4.4,35,77,95,0.22,0.05,0.27,0.22,0.27,0.17,0.06,0.24,0.17,0.24,Matches,3312f911
412,Kasper Schmeichel,dk DEN,GK,Leicester City,31,1986,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,53af52f3
413,Morgan Schneiderlin,fr FRA,MF,Everton,28,1989,14,10,834,9.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,47,5,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.06,0.02,0.06,Matches,51b41c5c
414,André Schürrle,de GER,FWMF,Fulham,27,1990,24,21,1641,18.2,6,0,6,6,0,0,2,0,3.6,3.6,1.9,5.6,46,57,136,0.33,0.00,0.33,0.33,0.33,0.20,0.11,0.31,0.20,0.31,Matches,ecbb3fdf
415,Ken Sema,se SWE,MFFW,Watford,24,1993,17,9,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,0.6,1.4,30,17,60,0.12,0.24,0.36,0.12,0.36,0.10,0.07,0.17,0.10,0.17,Matches,1770bd68
416,Jean Seri,ci CIV,MF,Fulham,27,1991,32,27,2244,24.9,1,2,3,1,0,0,6,0,0.9,0.9,4.8,5.6,26,164,40,0.04,0.08,0.12,0.04,0.12,0.04,0.19,0.23,0.04,0.23,Matches,10efd0e1
417,Ryan Sessegnon,eng ENG,FWDF,Fulham,18,2000,35,26,2300,25.6,2,6,8,2,0,0,0,0,4.0,4.0,3.8,7.8,57,57,193,0.08,0.23,0.31,0.08,0.31,0.16,0.15,0.31,0.16,0.31,Matches,6aa3e78b
418,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,26,1991,24,11,1064,11.8,6,3,9,6,0,0,2,0,3.9,3.9,1.6,5.5,28,85,75,0.51,0.25,0.76,0.51,0.76,0.33,0.14,0.46,0.33,0.46,Matches,6421ec64
419,Luke Shaw,eng ENG,DF,Manchester Utd,23,1995,29,29,2591,28.8,1,4,5,1,0,0,11,0,1.4,1.4,3.9,5.3,90,158,121,0.03,0.14,0.17,0.03,0.17,0.05,0.13,0.18,0.05,0.18,Matches,9c94165b
420,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,26,1992,16,10,948,10.5,1,1,2,1,0,0,1,0,0.9,0.9,1.7,2.6,13,74,15,0.09,0.09,0.19,0.09,0.19,0.09,0.16,0.25,0.09,0.25,Matches,3727dd3c
421,Gylfi Sigurðsson,is ISL,MF,Everton,28,1989,38,36,3117,34.6,13,6,19,11,2,5,3,0,10.7,6.7,6.9,13.6,51,172,144,0.38,0.17,0.55,0.32,0.49,0.31,0.20,0.51,0.19,0.39,Matches,76dd1480
422,Adrien Silva,pt POR,MF,Leicester City,29,1989,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d6f88a1d
423,Bernardo Silva,pt POR,MFFW,Manchester City,23,1994,36,31,2854,31.7,7,7,14,7,0,0,3,0,7.4,7.4,7.8,15.2,152,156,277,0.22,0.22,0.44,0.22,0.44,0.23,0.25,0.48,0.23,0.48,Matches,3eb22ec9
424,David Silva,es ESP,MF,Manchester City,32,1986,33,28,2401,26.7,6,8,14,6,0,0,2,0,7.8,7.8,8.5,16.3,118,270,222,0.22,0.30,0.52,0.22,0.52,0.29,0.32,0.61,0.29,0.61,Matches,e2716bd0
425,Xande Silva,pt POR,FW,West Ham,21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.43,0.13,0.55,0.43,0.55,Matches,15d561fa
426,Danny Simpson,eng ENG,DF,Leicester City,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,3201b03d
427,Jack Simpson,eng ENG,DF,Bournemouth,21,1996,6,4,403,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,76fa5f80
428,Josh Sims,eng ENG,MF,Southampton,21,1997,7,2,212,2.4,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,3,0,12,0.00,0.42,0.42,0.00,0.42,0.27,0.29,0.56,0.27,0.56,Matches,6d6f09dc
429,Moussa Sissoko,fr FRA,MFFW,Tottenham,28,1989,29,27,2330,25.9,0,3,3,0,0,0,2,0,0.9,0.9,2.5,3.4,79,97,96,0.00,0.12,0.12,0.00,0.12,0.04,0.09,0.13,0.04,0.13,Matches,2acd49b9
430,Oliver Skipp,eng ENG,MF,Tottenham,17,2000,8,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,6250083a
431,Callum Slattery,eng ENG,MF,Southampton,19,1999,3,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,059948df
432,Chris Smalling,eng ENG,DF,Manchester Utd,28,1989,24,24,2127,23.6,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.4,3,35,6,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches,b6964eb6
433,Adam Smith,eng ENG,DFMF,Bournemouth,27,1991,25,25,2066,23.0,1,1,2,1,0,0,5,1,0.5,0.5,0.6,1.1,87,98,80,0.04,0.04,0.09,0.04,0.09,0.02,0.02,0.05,0.02,0.05,Matches,20b104bc
434,Tommy Smith,eng ENG,DF,Huddersfield,26,1992,15,13,1141,12.7,0,0,0,0,0,0,2,1,0.1,0.1,0.4,0.5,19,35,38,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,e9208654
435,Robert Snodgrass,sct SCO,MF,West Ham,30,1987,33,25,2220,24.7,2,5,7,2,0,0,10,0,2.3,2.3,5.6,8.0,72,117,148,0.08,0.20,0.28,0.08,0.28,0.09,0.23,0.32,0.09,0.32,Matches,9f4647e9
436,Cédric Soares,pt POR,DF,Southampton,26,1991,18,16,1495,16.6,1,2,3,1,0,0,4,0,0.3,0.3,1.0,1.4,31,54,66,0.06,0.12,0.18,0.06,0.18,0.02,0.06,0.08,0.02,0.08,Matches,839c14e1
437,Ramadan Sobhi,eg EGY,FWMF,Huddersfield,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,6,14,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches,98be0d02
438,Dominic Solanke,eng ENG,FWMF,Bournemouth,20,1997,10,2,347,3.9,0,1,1,0,0,0,0,0,1.0,1.0,0.4,1.3,10,6,24,0.00,0.26,0.26,0.00,0.26,0.25,0.10,0.35,0.25,0.35,Matches,e77dc3b2
439,Pape Souaré,sn SEN,DF,Crystal Palace,28,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,46b5375e
440,Ça?lar Söyüncü,tr TUR,DF,Leicester City,22,1996,6,4,372,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,21166ff4
441,Julián Speroni,ar ARG,GK,Crystal Palace,39,1979,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8e65a5e5
442,Junior Stanislas,eng ENG,MFFW,Bournemouth,28,1989,23,11,1031,11.5,2,3,5,1,1,1,1,0,3.1,2.3,2.0,4.2,35,58,81,0.17,0.26,0.44,0.09,0.35,0.27,0.17,0.44,0.20,0.37,Matches,6992791d
443,Dale Stephens,eng ENG,MF,Brighton,29,1989,30,29,2485,27.6,1,1,2,1,0,0,6,1,0.3,0.3,0.7,1.0,16,151,8,0.04,0.04,0.07,0.04,0.07,0.01,0.02,0.04,0.01,0.04,Matches,653ee42d
444,Jack Stephens,eng ENG,DF,Southampton,24,1994,24,19,1700,18.9,1,0,1,1,0,0,4,0,1.0,1.0,0.2,1.2,11,54,6,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,Matches,6adbc307
