Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
239,Naby Keïta,gn GUI,MFFW,Liverpool,23,1995,25,16,1390,15.4,2,1,3,2,0,0,0,0,2.0,2.0,1.0,3.0,68,103,79,0.13,0.06,0.19,0.13,0.19,0.13,0.06,0.19,0.13,0.19,Matches,f25c8e3a
240,Martin Kelly,eng ENG,DF,Crystal Palace,28,1990,13,12,1111,12.3,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.5,4,22,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches,d7492450
241,Kenedy,br BRA,MFDF,Newcastle Utd,22,1996,25,14,1348,15.0,1,1,2,1,0,1,1,0,2.2,1.4,0.7,2.1,30,41,66,0.07,0.07,0.13,0.07,0.13,0.15,0.04,0.19,0.10,0.14,Matches,5eebbfdf
242,Jonjoe Kenny,eng ENG,DF,Everton,21,1997,10,8,791,8.8,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,16,51,35,0.00,0.11,0.11,0.00,0.11,0.01,0.07,0.08,0.01,0.08,Matches,099e666f
243,Max Kilman,eng ENG,DF,Wolves,21,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d0f72bf1
244,Joshua King,no NOR,FWMF,Bournemouth,26,1992,35,34,2961,32.9,12,3,15,7,5,6,3,0,13.5,8.7,3.8,12.5,131,85,248,0.36,0.09,0.46,0.21,0.30,0.41,0.12,0.52,0.27,0.38,Matches,43458538
245,Anthony Knockaert,fr FRA,MFFW,Brighton,26,1991,30,18,1837,20.4,2,6,8,2,0,0,4,1,2.1,2.1,3.6,5.7,56,58,119,0.10,0.29,0.39,0.10,0.39,0.10,0.18,0.28,0.10,0.28,Matches,6c679c6d
246,Sead Kolašinac,ba BIH,DFMF,Arsenal,25,1993,24,22,1887,21.0,0,5,5,0,0,0,5,0,0.4,0.4,6.0,6.3,74,76,179,0.00,0.24,0.24,0.00,0.24,0.02,0.28,0.30,0.02,0.30,Matches,3935e52e
247,Vincent Kompany,be BEL,DF,Manchester City,32,1986,17,13,1224,13.6,1,0,1,1,0,0,6,0,0.3,0.3,0.0,0.3,17,83,3,0.07,0.00,0.07,0.07,0.07,0.02,0.00,0.02,0.02,0.02,Matches,d2bff301
248,Terence Kongolo,nl NED,DF,Huddersfield,24,1994,32,32,2716,30.2,1,1,2,1,0,0,4,0,1.3,1.3,1.1,2.3,25,90,42,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08,Matches,1f9a3a04
249,Laurent Koscielny,fr FRA,DF,Arsenal,32,1985,17,13,1331,14.8,3,0,3,3,0,0,1,0,1.4,1.4,0.2,1.5,8,37,3,0.20,0.00,0.20,0.20,0.20,0.09,0.01,0.10,0.09,0.10,Matches,f5efb153
250,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,28,1989,31,21,1899,21.1,0,2,2,0,0,0,3,0,1.1,1.1,1.1,2.2,19,86,31,0.00,0.09,0.09,0.00,0.09,0.05,0.05,0.11,0.05,0.11,Matches,8d3c902d
251,Mateo Kova?i?,hr CRO,MF,Chelsea,24,1994,32,21,1735,19.3,0,2,2,0,0,0,3,0,2.2,2.2,1.7,3.9,59,140,66,0.00,0.10,0.10,0.00,0.10,0.11,0.09,0.20,0.11,0.20,Matches,79c0821a
252,Rajiv van La Parra,nl NED,FWMF,Huddersfield,27,1991,5,5,405,4.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,19,7,18,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,1931bde9
253,Alexandre Lacazette,fr FRA,FW,Arsenal,27,1991,35,27,2502,27.8,13,8,21,13,0,0,2,0,11.7,11.7,3.7,15.4,45,92,265,0.47,0.29,0.76,0.47,0.76,0.42,0.13,0.55,0.42,0.55,Matches,9dbb75ca
254,Adam Lallana,eng ENG,MFFW,Liverpool,30,1988,13,5,468,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.7,18,30,39,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14,Matches,99813635
255,Érik Lamela,ar ARG,MFFW,Tottenham,26,1992,19,9,974,10.8,4,2,6,4,0,0,2,0,3.3,3.3,1.8,5.2,34,34,95,0.37,0.18,0.55,0.37,0.55,0.31,0.17,0.48,0.31,0.48,Matches,abe66106
256,Manuel Lanzini,ar ARG,MF,West Ham,25,1993,10,8,686,7.6,1,1,2,1,0,0,2,0,1.1,1.1,0.8,2.0,22,39,28,0.13,0.13,0.26,0.13,0.26,0.15,0.11,0.26,0.15,0.26,Matches,26f6dca8
257,Aymeric Laporte,es ESP,DF,Manchester City,24,1994,35,34,3057,34.0,3,3,6,3,0,0,3,0,3.0,3.0,0.8,3.8,94,294,9,0.09,0.09,0.18,0.09,0.18,0.09,0.02,0.11,0.09,0.11,Matches,119b9a8e
258,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,24,1993,32,32,2745,30.5,0,1,1,0,0,0,4,0,0.6,0.6,0.9,1.5,5,53,9,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05,Matches,450ab6fc
259,Maxime Le Marchand,fr FRA,DF,Fulham,28,1989,26,25,2250,25.0,0,1,1,0,0,0,5,0,0.3,0.3,0.7,1.0,16,77,15,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04,Matches,321a71a7
260,Florian Lejeune,fr FRA,DF,Newcastle Utd,27,1991,12,12,1054,11.7,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,9,33,8,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,6eaed4eb
261,Mario Lemina,ga GAB,MF,Southampton,24,1993,21,18,1613,17.9,1,1,2,1,0,0,5,0,1.1,1.1,1.1,2.2,41,92,29,0.06,0.06,0.11,0.06,0.11,0.06,0.06,0.12,0.06,0.12,Matches,2b471f99
262,Aaron Lennon,eng ENG,MF,Burnley,31,1987,16,14,1215,13.5,1,1,2,1,0,0,1,0,0.8,0.8,0.7,1.5,21,18,55,0.07,0.07,0.15,0.07,0.15,0.06,0.05,0.11,0.06,0.11,Matches,2ff964a0
263,Bernd Leno,de GER,GK,Arsenal,26,1992,32,31,2836,31.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2628fd2b
264,Jefferson Lerma,co COL,MF,Bournemouth,23,1994,30,29,2506,27.8,2,0,2,2,0,0,12,0,1.3,1.3,1.1,2.3,17,133,17,0.07,0.00,0.07,0.07,0.07,0.05,0.04,0.08,0.05,0.08,Matches,9b5ce51a
265,Stephan Lichtsteiner,ch SUI,DF,Arsenal,34,1984,14,10,938,10.4,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,24,32,48,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,99b1d0e6
266,Victor Lindelöf,se SWE,DF,Manchester Utd,24,1994,30,29,2601,28.9,1,1,2,1,0,0,1,0,0.7,0.7,1.2,1.9,14,83,2,0.03,0.03,0.07,0.03,0.07,0.02,0.04,0.06,0.02,0.06,Matches,f5deef4c
267,Jesse Lingard,eng ENG,FWMF,Manchester Utd,25,1992,27,19,1663,18.5,4,2,6,3,1,1,3,0,4.7,3.9,2.7,6.6,41,55,109,0.22,0.11,0.32,0.16,0.27,0.25,0.15,0.40,0.21,0.36,Matches,810e3c74
268,Fernando Llorente,es ESP,FW,Tottenham,33,1985,20,6,694,7.7,1,4,5,1,0,0,2,0,3.4,3.4,1.6,5.0,3,10,72,0.13,0.52,0.65,0.13,0.65,0.44,0.21,0.64,0.44,0.64,Matches,82dbf623
269,Hugo Lloris,fr FRA,GK,Tottenham,31,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8f62b6ee
270,Jürgen Locadia,nl NED,FWMF,Brighton,24,1993,26,12,1236,13.7,2,0,2,2,0,0,1,0,2.7,2.7,1.0,3.7,17,15,104,0.15,0.00,0.15,0.15,0.15,0.20,0.07,0.27,0.20,0.27,Matches,6cc47ae1
271,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,22,1996,24,6,998,11.1,6,2,8,6,0,0,0,0,2.8,2.8,0.8,3.7,52,61,75,0.54,0.18,0.72,0.54,0.72,0.26,0.07,0.33,0.26,0.33,Matches,e97fd090
272,Kevin Long,ie IRL,DF,Burnley,27,1990,6,5,514,5.7,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,10,0,0.00,0.18,0.18,0.00,0.18,0.01,0.08,0.09,0.01,0.09,Matches,5a4280b1
273,Shane Long,ie IRL,FWMF,Southampton,31,1987,26,12,1272,14.1,5,1,6,5,0,0,3,0,4.6,4.6,1.6,6.2,13,18,98,0.35,0.07,0.42,0.35,0.42,0.33,0.11,0.44,0.33,0.44,Matches,9f472354
274,Sean Longstaff,eng ENG,MF,Newcastle Utd,20,1997,9,8,687,7.6,1,0,1,1,0,0,2,0,0.7,0.7,0.5,1.2,2,28,6,0.13,0.00,0.13,0.13,0.13,0.09,0.07,0.16,0.09,0.16,Matches,a2b105e0
275,Ademola Lookman,ng NGA,FWMF,Everton,20,1997,21,3,618,6.9,0,2,2,0,0,0,0,0,1.4,1.4,1.4,2.8,34,24,52,0.00,0.29,0.29,0.00,0.29,0.20,0.21,0.41,0.20,0.41,Matches,7c104bb7
276,Jonas Lössl,dk DEN,GK,Huddersfield,29,1989,31,30,2778,30.9,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,Matches,939bc634
277,Dejan Lovren,hr CRO,DF,Liverpool,29,1989,13,11,986,11.0,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,2,27,2,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,Matches,1a2935f6
278,Chris Löwe,de GER,DFMF,Huddersfield,29,1989,29,23,2057,22.9,0,2,2,0,0,0,2,0,0.6,0.6,1.7,2.4,46,64,86,0.00,0.09,0.09,0.00,0.09,0.03,0.08,0.10,0.03,0.10,Matches,c6896eab
279,Matthew Lowton,eng ENG,DF,Burnley,29,1989,21,19,1750,19.4,0,0,0,0,0,0,7,0,0.6,0.6,0.7,1.3,18,74,38,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,Matches,9a9c05db
280,David Luiz,br BRA,DF,Chelsea,31,1987,36,36,3238,36.0,3,2,5,3,0,0,3,0,2.6,2.6,2.9,5.5,54,247,4,0.08,0.06,0.14,0.08,0.14,0.07,0.08,0.15,0.07,0.15,Matches,c0e27d1a
281,Romelu Lukaku,be BEL,FW,Manchester Utd,25,1993,32,22,2136,23.7,12,0,12,12,0,0,4,0,10.5,10.5,2.2,12.7,44,55,200,0.51,0.00,0.51,0.51,0.51,0.44,0.09,0.54,0.44,0.54,Matches,5eae500a
282,James Maddison,eng ENG,MFFW,Leicester City,21,1996,36,35,2831,31.5,7,7,14,6,1,2,4,1,7.4,5.9,8.2,14.0,63,198,148,0.22,0.22,0.45,0.19,0.41,0.24,0.26,0.50,0.19,0.45,Matches,ee38d9c5
283,Gary Madine,eng ENG,FWMF,Cardiff City,27,1990,5,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e3e6502a
284,Harry Maguire,eng ENG,DF,Leicester City,25,1993,31,31,2596,28.8,3,0,3,3,0,0,6,1,2.4,2.4,0.8,3.2,53,190,23,0.10,0.00,0.10,0.10,0.10,0.08,0.03,0.11,0.08,0.11,Matches,d8931174
285,Riyad Mahrez,dz ALG,FWMF,Manchester City,27,1991,27,14,1343,14.9,7,4,11,7,0,1,0,0,5.5,4.7,4.6,9.3,87,73,191,0.47,0.27,0.74,0.47,0.74,0.37,0.31,0.68,0.32,0.62,Matches,892d5bb1
286,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,20,1997,16,11,987,11.0,1,1,2,1,0,0,2,1,0.9,0.9,0.9,1.8,32,60,66,0.09,0.09,0.18,0.09,0.18,0.08,0.08,0.17,0.08,0.17,Matches,e3a5814e
287,Sadio Mané,sn SEN,FW,Liverpool,26,1992,36,35,3077,34.2,22,1,23,22,0,0,2,0,15.1,15.1,4.5,19.7,121,129,285,0.64,0.03,0.67,0.64,0.67,0.44,0.13,0.58,0.44,0.58,Matches,c691bfe2
288,Javier Manquillo,es ESP,DF,Newcastle Utd,24,1994,18,12,1101,12.2,0,3,3,0,0,0,2,0,0.1,0.1,0.7,0.7,26,29,39,0.00,0.25,0.25,0.00,0.25,0.00,0.05,0.06,0.00,0.06,Matches,758dd7f0
289,Solly March,eng ENG,FWMF,Brighton,24,1994,35,30,2463,27.4,1,5,6,1,0,0,1,0,2.5,2.5,4.3,6.8,65,60,208,0.04,0.18,0.22,0.04,0.22,0.09,0.16,0.25,0.09,0.25,Matches,bb5fbd2b
290,Adrian Mariappa,jm JAM,DF,Watford,31,1986,26,20,1927,21.4,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,3,41,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,8aa5f52c
291,Lazar Markovi?,rs SRB,MF,Fulham,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,723ba189
292,Anthony Martial,fr FRA,FW,Manchester Utd,22,1995,27,18,1621,18.0,10,2,12,9,1,1,2,0,6.2,5.4,2.9,8.2,109,66,205,0.56,0.11,0.67,0.50,0.61,0.34,0.16,0.50,0.30,0.46,Matches,8b788c01
293,Adam Masina,ma MAR,DF,Watford,24,1994,14,11,1004,11.2,0,1,1,0,0,0,5,0,0.1,0.1,0.8,0.9,10,39,13,0.00,0.09,0.09,0.00,0.09,0.01,0.07,0.08,0.01,0.08,Matches,de0f152c
294,Arthur Masuaku,cd COD,DF,West Ham,24,1993,23,19,1759,19.5,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,69,96,53,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Matches,57df7a11
295,Juan Mata,es ESP,FWMF,Manchester Utd,30,1988,22,16,1289,14.3,3,2,5,3,0,0,3,0,1.6,1.6,2.9,4.5,24,75,96,0.21,0.14,0.35,0.21,0.35,0.11,0.20,0.31,0.11,0.31,Matches,29733c72
296,Nemanja Mati?,rs SRB,MF,Manchester Utd,29,1988,28,28,2436,27.1,1,0,1,1,0,0,7,1,1.3,1.3,0.5,1.8,42,165,13,0.04,0.00,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,Matches,eb7822d7
297,Joël Matip,cm CMR,DF,Liverpool,26,1991,22,17,1537,17.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,27,66,2,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,Matches,b217ef29
298,Konstantinos Mavropanos,gr GRE,DF,Arsenal,20,1997,4,3,148,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,3,9,0,0.00,0.00,0.00,0.00,0.00,0.07,0.17,0.25,0.07,0.25,Matches,00963611
299,Alfie Mawson,eng ENG,DF,Fulham,24,1994,15,13,1131,12.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,26,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,d368feb8
300,Isaac Mbenza,be BEL,FWMF,Huddersfield,22,1996,22,10,986,11.0,1,1,2,1,0,0,1,0,1.0,1.0,0.9,1.9,25,18,57,0.09,0.09,0.18,0.09,0.18,0.09,0.09,0.17,0.09,0.17,Matches,aa1a8c7e
301,James McArthur,sct SCO,MF,Crystal Palace,30,1987,38,36,3058,34.0,3,6,9,3,0,0,7,0,4.1,4.1,3.3,7.4,42,142,137,0.09,0.18,0.26,0.09,0.26,0.12,0.10,0.22,0.12,0.22,Matches,cee31595
302,Alex McCarthy,eng ENG,GK,Southampton,28,1989,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,36c2ca73
303,James McCarthy,ie IRL,MF,Everton,27,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,64b08de7
304,Kevin McDonald,sct SCO,MF,Fulham,29,1988,15,10,841,9.3,0,0,0,0,0,0,5,1,0.1,0.1,0.1,0.2,2,41,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,71a08f97
305,Dwight McNeil,eng ENG,MF,Burnley,18,1999,21,19,1591,17.7,3,5,8,3,0,0,2,0,2.0,2.0,3.4,5.4,75,41,56,0.17,0.28,0.45,0.17,0.45,0.11,0.19,0.30,0.11,0.30,Matches,fc15fb84
306,Scott McTominay,sct SCO,MFDF,Manchester Utd,21,1996,16,9,867,9.6,2,0,2,2,0,0,1,0,1.5,1.5,0.0,1.5,8,34,12,0.21,0.00,0.21,0.21,0.21,0.15,0.00,0.16,0.15,0.16,Matches,d93c2511
307,Ben Mee,eng ENG,DF,Burnley,28,1989,38,38,3420,38.0,0,2,2,0,0,0,9,0,1.6,1.6,1.1,2.7,9,99,9,0.00,0.05,0.05,0.00,0.05,0.04,0.03,0.07,0.04,0.07,Matches,8df7a2fb
308,Nathaniel Mendez-Laing,eng ENG,MFFW,Cardiff City,26,1992,20,11,985,10.9,4,1,5,3,1,1,0,0,2.3,1.5,1.5,2.9,46,19,69,0.37,0.09,0.46,0.27,0.37,0.21,0.13,0.34,0.13,0.27,Matches,b4b2f632
309,Benjamin Mendy,fr FRA,DF,Manchester City,24,1994,10,10,900,10.0,0,5,5,0,0,0,1,0,0.2,0.2,1.6,1.8,48,70,59,0.00,0.50,0.50,0.00,0.50,0.02,0.16,0.18,0.02,0.18,Matches,5271c8f1
310,Nampalys Mendy,sn SEN,MF,Leicester City,26,1992,31,23,2092,23.2,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.3,16,104,19,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,1598599e
311,Chris Mepham,wls WAL,DF,Bournemouth,20,1997,13,10,850,9.4,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,7,22,1,0.00,0.11,0.11,0.00,0.11,0.01,0.05,0.06,0.01,0.06,Matches,fed96827
312,Max Meyer,de GER,MF,Crystal Palace,22,1995,29,15,1416,15.7,1,2,3,1,0,0,3,0,1.8,1.8,1.2,2.9,47,73,80,0.06,0.13,0.19,0.06,0.19,0.11,0.07,0.18,0.11,0.18,Matches,eba42d2b
313,Luka Milivojevi?,rs SRB,MF,Crystal Palace,27,1991,38,38,3420,38.0,12,2,14,2,10,11,10,0,10.9,2.2,3.0,5.2,32,219,15,0.32,0.05,0.37,0.05,0.11,0.29,0.08,0.37,0.06,0.14,Matches,2ce2508a
314,James Milner,eng ENG,MFDF,Liverpool,32,1986,31,19,1789,19.9,5,4,9,2,3,3,6,1,3.4,1.1,5.3,6.4,38,164,139,0.25,0.20,0.45,0.10,0.30,0.17,0.27,0.44,0.05,0.32,Matches,2f90f6b8
315,Yerry Mina,co COL,DF,Everton,23,1994,13,10,892,9.9,1,0,1,1,0,0,3,0,0.3,0.3,0.1,0.4,7,39,3,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.05,0.03,0.05,Matches,6d5701f2
316,Tyrone Mings,eng ENG,DF,Bournemouth,25,1993,5,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,8397a50c
317,Aleksandar Mitrovi?,rs SRB,FW,Fulham,23,1994,37,37,3280,36.4,11,3,14,10,1,1,7,0,14.1,13.3,3.2,16.5,28,62,244,0.30,0.08,0.38,0.27,0.36,0.39,0.09,0.47,0.36,0.45,Matches,3925dbd6
318,Henrikh Mkhitaryan,am ARM,FWMF,Arsenal,29,1989,25,19,1641,18.2,6,4,10,6,0,0,1,0,5.0,5.0,6.2,11.2,68,107,144,0.33,0.22,0.55,0.33,0.55,0.28,0.34,0.62,0.28,0.62,Matches,dd0daf32
319,Nacho Monreal,es ESP,DF,Arsenal,32,1986,22,21,1861,20.7,1,3,4,1,0,0,5,0,1.3,1.3,1.7,3.1,32,87,95,0.05,0.15,0.19,0.05,0.19,0.06,0.08,0.15,0.06,0.15,Matches,d4cb83cc
320,Martín Montoya,es ESP,DF,Brighton,27,1991,25,24,2167,24.1,0,1,1,0,0,0,4,0,0.2,0.2,1.2,1.4,35,88,36,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches,5cec2487
321,Aaron Mooy,au AUS,MFFW,Huddersfield,27,1990,29,25,2330,25.9,3,1,4,2,1,1,4,0,2.8,2.1,2.6,4.6,61,154,94,0.12,0.04,0.15,0.08,0.12,0.11,0.10,0.21,0.08,0.18,Matches,47b7e3af
322,Álvaro Morata,es ESP,FW,Chelsea,25,1992,16,11,941,10.5,5,0,5,5,0,0,3,0,6.1,6.1,0.2,6.4,12,13,82,0.48,0.00,0.48,0.48,0.48,0.59,0.02,0.61,0.59,0.61,Matches,129af0db
323,Alberto Moreno,es ESP,DF,Liverpool,26,1992,2,2,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,3,12,10,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10,Matches,11b9265b
324,Wes Morgan,jm JAM,DF,Leicester City,34,1984,22,21,1925,21.4,3,0,3,3,0,0,3,2,1.8,1.8,0.2,2.0,6,43,9,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09,Matches,80c31c97
325,Sean Morrison,eng ENG,DF,Cardiff City,27,1991,34,34,3039,33.8,1,3,4,1,0,0,6,0,5.0,5.0,3.7,8.7,7,49,16,0.03,0.09,0.12,0.03,0.12,0.15,0.11,0.26,0.15,0.26,Matches,09fec029
326,Victor Moses,ng NGA,FW,Chelsea,27,1990,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches,e726e11e
327,Steve Mounié,bj BEN,FW,Huddersfield,23,1994,31,19,1778,19.8,2,3,5,2,0,0,1,1,5.8,5.8,1.9,7.7,22,34,94,0.10,0.15,0.25,0.10,0.25,0.30,0.09,0.39,0.30,0.39,Matches,19ba6c6d
328,Lucas Moura,br BRA,FWMF,Tottenham,25,1992,32,25,2121,23.6,10,0,10,10,0,0,3,0,6.3,6.3,1.5,7.8,79,63,193,0.42,0.00,0.42,0.42,0.42,0.27,0.06,0.33,0.27,0.33,Matches,2b622f01
329,Lys Mousset,fr FRA,FW,Bournemouth,22,1996,24,1,368,4.1,1,0,1,1,0,0,1,0,1.4,1.4,0.3,1.6,5,12,41,0.24,0.00,0.24,0.24,0.24,0.34,0.06,0.40,0.34,0.40,Matches,d9cfca3d
330,João Moutinho,pt POR,MF,Wolves,31,1986,38,35,3032,33.7,1,8,9,1,0,0,4,0,0.7,0.7,6.5,7.2,34,220,48,0.03,0.24,0.27,0.03,0.27,0.02,0.19,0.21,0.02,0.21,Matches,f5a00fa4
331,Jacob Murphy,eng ENG,MFDF,Newcastle Utd,23,1995,9,3,302,3.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,8,7,17,0.00,0.30,0.30,0.00,0.30,0.02,0.18,0.20,0.02,0.20,Matches,de112b84
332,Josh Murphy,eng ENG,MFFW,Cardiff City,23,1995,29,22,1817,20.2,3,2,5,3,0,0,2,0,4.1,4.1,3.9,8.0,81,23,126,0.15,0.10,0.25,0.15,0.25,0.20,0.19,0.40,0.20,0.40,Matches,b30c7426
333,Glenn Murray,eng ENG,FW,Brighton,34,1983,38,30,2508,27.9,13,1,14,9,4,4,5,0,11.4,8.1,1.3,9.4,12,41,136,0.47,0.04,0.50,0.32,0.36,0.41,0.05,0.46,0.29,0.34,Matches,f2f29dda
334,Shkodran Mustafi,de GER,DF,Arsenal,26,1992,31,31,2611,29.0,2,0,2,2,0,0,9,0,1.5,1.5,0.6,2.1,26,118,12,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches,3f2d59fe
335,Yoshinori Mut?,jp JPN,FWMF,Newcastle Utd,26,1992,17,5,524,5.8,1,0,1,1,0,0,1,0,0.9,0.9,0.8,1.7,9,6,28,0.17,0.00,0.17,0.17,0.17,0.16,0.14,0.30,0.16,0.30,Matches,5343eb4e
336,Georges-Kévin N'Koudou,cm CMR,FW,Tottenham,23,1995,1,0,5,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,3,0.00,18.00,18.00,0.00,18.00,0.00,9.73,9.73,0.00,9.73,Matches,76c131da
337,Samir Nasri,fr FRA,MF,West Ham,31,1987,5,3,245,2.7,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.5,9,17,10,0.00,0.73,0.73,0.00,0.73,0.05,0.13,0.17,0.05,0.17,Matches,165bed61
338,Marc Navarro,es ESP,DF,Watford,23,1995,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c2846353
339,Wilfred Ndidi,ng NGA,MF,Leicester City,21,1996,38,37,3296,36.6,2,0,2,2,0,0,8,0,3.7,3.7,1.8,5.5,26,201,35,0.05,0.00,0.05,0.05,0.05,0.10,0.05,0.15,0.10,0.15,Matches,6b47c5db
340,Rúben Neves,pt POR,MF,Wolves,21,1997,35,34,3007,33.4,4,3,7,2,2,2,8,0,4.0,2.4,1.9,4.3,15,206,12,0.12,0.09,0.21,0.06,0.15,0.12,0.06,0.18,0.07,0.13,Matches,44bfb6c5
341,Oumar Niasse,sn SEN,FW,Cardiff City,28,1990,13,12,931,10.3,0,0,0,0,0,0,0,0,3.4,3.4,0.6,4.0,23,16,64,0.00,0.00,0.00,0.00,0.00,0.33,0.05,0.39,0.33,0.39,Matches,af721f98
