Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Aymen Abdennour,tn TUN,DF,Valencia,25,1989,22,22,1851,20.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2f798b41
2,Antonio Adán,es ESP,GK,Betis,28,1987,36,36,3212,35.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,65d62814
3,Adriano,br BRA,DF,Barcelona,30,1984,8,4,434,4.8,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,9d8586c4
4,Aritz Aduriz,es ESP,FW,Athletic Club,34,1981,34,30,2776,30.8,20,6,26,17,3,5,9,0,0.65,0.19,0.84,0.55,0.75,Matches,293211e1
5,Imanol Agirretxe,es ESP,FW,Real Sociedad,28,1987,16,14,1170,13.0,13,0,13,13,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,c84c1afc
6,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,22,1993,18,11,1060,11.8,0,2,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,539b773e
7,Ager Aketxe,es ESP,MF,Athletic Club,21,1993,3,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5eaff5c
8,Jordi Alba,es ESP,DF,Barcelona,26,1989,31,29,2589,28.8,0,6,6,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,4601e194
9,Raúl Albentosa,es ESP,DF,Málaga,26,1988,29,27,2555,28.4,2,0,2,2,0,0,11,0,0.07,0.00,0.07,0.07,0.07,Matches,348e4809
10,Luis Alberto,es ESP,MFFW,La Coruña,22,1992,29,25,2098,23.3,6,7,13,6,0,0,3,0,0.26,0.30,0.56,0.26,0.56,Matches,5294a83f
11,Paco Alcácer,es ESP,FW,Valencia,21,1993,34,25,2419,26.9,13,6,19,11,2,3,2,0,0.48,0.22,0.71,0.41,0.63,Matches,a7a9d95a
12,Antolín Alcaraz,py PAR,DF,Las Palmas,33,1982,6,6,540,6.0,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,cee38e27
13,Nauzet Alemán,es ESP,MF,Las Palmas,30,1985,10,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4cf8242b
14,Diego Alende,es ESP,DF,Celta Vigo,17,1997,1,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9af88279
15,Alexis,es ESP,DF,Getafe,29,1985,15,15,1350,15.0,1,0,1,1,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,db0cd1ae
16,Sergio Álvarez,es ESP,MF,Sporting Gijón,23,1992,27,26,2185,24.3,2,2,4,2,0,0,9,1,0.08,0.08,0.16,0.08,0.16,Matches,88d91621
17,Sergio Álvarez,es ESP,GK,Celta Vigo,28,1986,31,30,2726,30.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8875b8c9
18,Víctor Álvarez,es ESP,MFDF,Espanyol,22,1993,27,25,1959,21.8,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches,563f3469
19,Dani Alves,br BRA,DF,Barcelona,32,1983,29,24,2145,23.8,0,3,3,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches,c9e99e49
20,Diego Alves,br BRA,GK,Valencia,30,1985,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,12421a7c
21,Antonio Amaya,es ESP,DF,Rayo Vallecano,32,1983,17,10,1033,11.5,1,1,2,1,0,0,6,1,0.09,0.09,0.17,0.09,0.17,Matches,cfe5ba41
22,Nordin Amrabat,ma MAR,MFFW,Málaga,28,1987,13,13,1003,11.1,0,1,1,0,0,1,5,1,0.00,0.09,0.09,0.00,0.09,Matches,7c2a398c
23,Marco Andreolli,it ITA,DF,Sevilla,29,1986,7,7,553,6.1,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,13d820de
24,José Ángel Crespo,es ESP,DF,Rayo Vallecano,28,1987,9,9,715,7.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,8ec4c2f7
25,Miguel Ángel Guerrero,es ESP,FW,Sporting Gijón,25,1990,23,13,1087,12.1,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches,b35db3f6
26,Miguel Ángel,es ESP,DF,Getafe,19,1996,3,2,200,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cb6766fa
27,Marcos Angeleri,ar ARG,DF,Málaga,32,1983,13,13,1111,12.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f1c9c320
28,Ion Ansotegi,es ESP,DF,Eibar,33,1982,8,6,542,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72b26e8e
29,José Antonio Reyes,es ESP,MF,Sevilla,31,1983,24,14,1182,13.1,1,1,2,1,0,0,6,0,0.08,0.08,0.15,0.08,0.15,Matches,19058f02
30,Youssef El-Arabi,ma MAR,FW,Granada,28,1987,35,27,2513,27.9,16,1,17,9,7,7,3,0,0.57,0.04,0.61,0.32,0.36,Matches,c63f6e46
31,Sergio Araujo,ar ARG,FW,Las Palmas,23,1992,30,20,1819,20.2,5,2,7,5,0,0,4,0,0.25,0.10,0.35,0.25,0.35,Matches,080ac8d8
32,Álvaro Arbeloa,es ESP,DF,Real Madrid,32,1983,6,2,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6dc73abd
33,Anaitz Arbilla,es ESP,DF,Espanyol,28,1987,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,850c0a0d
