Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Mohammed Abdellaoue,no NOR,FW,Hannover 96,24,1985,26,26,2086,23.2,10,1,11,10,0,0,1,0,0.43,0.04,0.47,0.43,0.47,Matches,7b068bd2
2,Yacine Abdessadki,ma MAR,MF,Freiburg,29,1981,21,20,1753,19.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fc6a1641
3,Mathias Abel,de GER,DF,Kaiserslautern,29,1981,19,19,1663,18.5,2,0,2,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,b0157081
4,René Adler,de GER,GK,Leverkusen,25,1985,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f71890f5
5,David Alaba,at AUT,DFMF,Hoffenheim,18,1992,17,17,1530,17.0,2,1,3,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches,05439de2
6,David Alaba,at AUT,DFMF,Bayern Munich,18,1992,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,05439de2
7,Sami Allagui,tn TUN,FWMF,Mainz 05,24,1986,28,18,1568,17.4,10,3,13,10,0,0,1,0,0.57,0.17,0.75,0.57,0.75,Matches,96d9f642
8,Hugo Almeida,pt POR,FW,Werder Bremen,26,1984,13,7,702,7.8,9,0,9,9,0,0,0,1,1.15,0.00,1.15,1.15,1.15,Matches,740acaf8
9,Halil Alt?ntop,tr TUR,FWMF,Eint Frankfurt,27,1982,34,26,2370,26.3,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,efcdb132
10,Hamit Alt?ntop,tr TUR,DFMF,Bayern Munich,27,1982,14,8,731,8.1,2,3,5,2,0,0,1,0,0.25,0.37,0.62,0.25,0.62,Matches,98e33da5
11,Caio Alves,br BRA,MF,Eint Frankfurt,24,1986,27,12,1291,14.3,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,c055ced6
12,Ioannis Amanatidis,gr GRE,FWMF,Eint Frankfurt,28,1981,19,6,631,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ce639756
13,Martin Amedick,de GER,DF,Kaiserslautern,27,1982,26,23,2124,23.6,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,d04916fb
14,Chadli Amri,dz ALG,FWMF,Kaiserslautern,25,1984,6,1,190,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13e8756b
15,Andrezinho,br BRA,DF,Köln,28,1981,8,6,555,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,69e775e8
16,Anthony Annan,gh GHA,MF,Schalke 04,24,1986,9,8,693,7.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1c524d4a
17,Dennis Aogo,de GER,DFMF,Hamburger SV,23,1987,20,20,1785,19.8,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,c311243f
18,Juan Arango,ve VEN,MF,M'Gladbach,30,1980,25,24,1998,22.2,4,6,10,4,0,0,3,1,0.18,0.27,0.45,0.18,0.45,Matches,49c057c9
19,Marko Arnautovi?,at AUT,FWMF,Werder Bremen,21,1989,25,15,1551,17.2,3,3,6,3,0,0,4,0,0.17,0.17,0.35,0.17,0.35,Matches,00459419
20,Gerald Asamoah,de GER,FWMF,St. Pauli,31,1978,27,21,1894,21.0,6,5,11,6,0,0,5,1,0.29,0.24,0.52,0.29,0.52,Matches,2ce9172f
21,Johan Audel,mq MTQ,FWMF,Stuttgart,26,1983,3,0,80,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,216f70c6
22,Renato Augusto,br BRA,MF,Leverkusen,22,1988,27,26,2208,24.5,6,3,9,6,0,0,5,0,0.24,0.12,0.37,0.24,0.37,Matches,83a6367a
23,Denni Avdi?,se SWE,FWMF,Werder Bremen,21,1988,7,2,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,80c9ad77
24,Danilo Avelar,br BRA,DFMF,Schalke 04,21,1989,3,2,205,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eacb45fd
25,Christopher Avevor,de GER,DFMF,Hannover 96,18,1992,5,3,282,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fc140dd
26,Onur Ay?k,tr TUR,FWMF,Werder Bremen,20,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a637251f
27,Demba Ba,sn SEN,FW,Hoffenheim,25,1985,17,15,1274,14.2,6,1,7,6,0,0,0,0,0.42,0.07,0.49,0.42,0.49,Matches,8b683d09
28,Haruna Babangida,ng NGA,FWMF,Mainz 05,27,1982,1,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ead9e515
29,Ryan Babel,nl NED,FWMF,Hoffenheim,23,1986,15,15,1292,14.4,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,6438d426
30,Holger Badstuber,de GER,DF,Bayern Munich,21,1989,23,21,1845,20.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,45b7edae
31,Mamadou Bah,gn GUI,MF,Stuttgart,22,1988,2,2,150,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4248e7f
32,Logan Bailly,be BEL,GK,M'Gladbach,24,1985,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1349f9d0
33,Hanno Balitsch,de GER,MF,Leverkusen,29,1981,24,9,908,10.1,3,0,3,3,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,2b48fa93
