Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38
46,Thomas Basila,fr FRA,DF,Nantes,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,65391fa7
47,Paul Baysse,fr FRA,DF,Bordeaux,30,1988,1,0,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2515040a
48,Paul Baysse,fr FRA,DF,Caen,30,1988,20,20,1788,19.9,0,0,0,0,0,0,3,1,0.8,0.8,0.5,1.3,5,34,4,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches,2515040a
49,Claudio Beauvue,gp GLP,FWMF,Caen,30,1988,25,16,1499,16.7,3,0,3,2,1,1,1,0,4.7,3.9,1.3,5.2,22,24,116,0.18,0.00,0.18,0.12,0.12,0.28,0.08,0.36,0.23,0.31,Matches,8ca253a3
50,Hatem Ben Arfa,fr FRA,FWMF,Rennes,31,1987,26,23,2033,22.6,7,2,9,5,2,3,1,0,7.0,4.6,4.7,9.3,121,112,114,0.31,0.09,0.40,0.22,0.31,0.31,0.21,0.51,0.20,0.41,Matches,74dc806c
51,Diego Benaglio,ch SUI,GK,Monaco,34,1983,23,22,2058,22.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b7e7937d
52,Nicolas Benezet,fr FRA,MFFW,Guingamp,27,1991,25,18,1666,18.5,3,1,4,3,0,0,1,0,3.1,3.1,4.4,7.5,66,91,163,0.16,0.05,0.22,0.16,0.22,0.17,0.24,0.41,0.17,0.41,Matches,30395d3b
53,Walter Benítez,ar ARG,GK,Nice,25,1993,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8a2248b4
54,Yassine Benrahou,fr FRA,MFFW,Bordeaux,19,1999,4,1,177,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,3,19,0.00,0.00,0.00,0.00,0.00,0.14,0.12,0.26,0.14,0.26,Matches,fbf76716
55,Ramy Bensebaini,dz ALG,DF,Rennes,23,1995,25,24,2152,23.9,1,0,1,1,0,0,9,0,1.2,1.2,1.1,2.3,61,92,93,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.10,0.05,0.10,Matches,378825c7
56,Yassine Benzia,dz ALG,MF,Lille,23,1994,2,2,160,1.8,0,1,1,0,0,0,0,0,0.2,0.2,0.6,0.8,5,18,6,0.00,0.56,0.56,0.00,0.56,0.12,0.33,0.45,0.12,0.45,Matches,6fbde63a
57,Robert Beri?,si SVN,FW,Saint-Étienne,27,1991,23,12,1175,13.1,9,1,10,9,0,0,0,0,7.5,7.5,1.7,9.2,6,16,52,0.69,0.08,0.77,0.69,0.77,0.58,0.13,0.70,0.58,0.70,Matches,9001138b
58,Paul Bernardoni,fr FRA,GK,Nîmes,21,1997,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,28dabd43
59,Juan Bernat,es ESP,DFMF,Paris S-G,25,1993,25,21,1836,20.4,1,2,3,1,0,0,6,1,0.8,0.8,2.7,3.5,50,73,152,0.05,0.10,0.15,0.05,0.15,0.04,0.13,0.17,0.04,0.17,Matches,433dc9a2
60,Antoine Bernede,fr FRA,MF,Paris S-G,19,1999,2,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,22,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,07a821e4
61,Dimitry Bertaud,fr FRA,GK,Montpellier,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,380a15e2
62,Giulian Biancone,fr FRA,DF,Monaco,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,de40e38c
63,Ludovic Blas,fr FRA,MFFW,Guingamp,20,1997,34,27,2372,26.4,1,6,7,0,1,1,5,0,3.3,2.5,3.2,5.7,58,140,81,0.04,0.23,0.27,0.00,0.23,0.13,0.12,0.25,0.10,0.22,Matches,6191093d
64,Alexis Blin,fr FRA,MF,Amiens,21,1996,27,25,1990,22.1,1,1,2,1,0,0,4,0,0.4,0.4,0.3,0.7,8,93,20,0.05,0.05,0.09,0.05,0.09,0.02,0.01,0.03,0.02,0.03,Matches,c69ef855
65,Antonin Bobichon,fr FRA,MF,Nîmes,22,1995,30,24,2153,23.9,7,2,9,7,0,0,2,0,1.9,1.9,2.4,4.3,41,94,45,0.29,0.08,0.38,0.29,0.38,0.08,0.10,0.18,0.08,0.18,Matches,7d937aa1
66,Yann Bodiger,fr FRA,MF,Toulouse,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8c2c48a9
67,Mathieu Bodmer,fr FRA,MFFW,Amiens,35,1982,26,10,1073,11.9,1,0,1,1,0,0,1,0,0.9,0.9,1.0,1.9,7,76,50,0.08,0.00,0.08,0.08,0.08,0.08,0.09,0.16,0.08,0.16,Matches,f3642ba8
68,Sacha Boey,fr FRA,DF,Rennes,17,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6c8ddd52
69,Olivier Boscagli,fr FRA,DF,Nice,20,1997,14,10,863,9.6,0,1,1,0,0,0,1,0,0.3,0.3,0.9,1.2,15,55,35,0.00,0.10,0.10,0.00,0.10,0.03,0.10,0.12,0.03,0.12,Matches,403f5d20
70,Gabriel Boschilia,br BRA,FWMF,Nantes,22,1996,29,14,1319,14.7,4,4,8,4,0,0,1,0,4.4,4.4,1.6,6.0,39,44,82,0.27,0.27,0.55,0.27,0.55,0.30,0.11,0.41,0.30,0.41,Matches,e90af77c
71,John Bostock,tt TRI,MF,Toulouse,26,1992,16,10,984,10.9,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,5,58,12,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,46291841
72,Denis Bouanga,ga GAB,MFFW,Nîmes,23,1994,35,29,2633,29.3,8,2,10,8,0,0,5,0,7.8,7.8,3.2,11.0,102,47,195,0.27,0.07,0.34,0.27,0.34,0.27,0.11,0.38,0.27,0.38,Matches,0b0cbe5b
73,Zacharie Boucher,fr FRA,GK,Angers,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,249cdcff
74,Arnold Bouka Moutou,cg CGO,DFFW,Dijon,29,1988,3,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,f3085377
75,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,24,1994,34,28,2425,26.9,6,5,11,4,2,3,5,0,6.5,4.2,2.4,6.6,53,123,167,0.22,0.19,0.41,0.15,0.33,0.24,0.09,0.33,0.16,0.24,Matches,20e73fac
76,Bilal Boutobba,fr FRA,FWMF,Montpellier,19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,3,2,0.00,0.00,0.00,0.00,0.00,0.31,0.15,0.46,0.31,0.46,Matches,e8a65bc8
77,Umut Bozok,tr TUR,FW,Nîmes,21,1996,25,14,1235,13.7,2,3,5,2,0,2,1,0,4.3,2.7,2.0,4.7,14,15,74,0.15,0.22,0.36,0.15,0.36,0.31,0.15,0.46,0.20,0.35,Matches,6e2c94ad
78,Pedro Brazão,pt POR,MFFW,Nice,15,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28,Matches,0589c701
79,Anthony Briançon,fr FRA,DF,Nîmes,23,1994,33,33,2924,32.5,2,2,4,2,0,0,9,1,3.1,3.1,0.4,3.5,14,75,1,0.06,0.06,0.12,0.06,0.12,0.09,0.01,0.11,0.09,0.11,Matches,16324e1d
80,Jimmy Briand,fr FRA,FW,Bordeaux,32,1985,35,28,2495,27.7,7,3,10,6,1,1,1,0,7.0,6.2,2.9,9.1,26,72,155,0.25,0.11,0.36,0.22,0.32,0.25,0.11,0.36,0.22,0.33,Matches,f83c8d6c
81,Gianluigi Buffon,it ITA,GK,Paris S-G,40,1978,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e40d028b
82,Patrick Burner,mq MTQ,DF,Nice,22,1996,17,15,1352,15.0,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.8,20,45,49,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches,8746d5d0
83,Ludovic Butelle,fr FRA,GK,Angers,35,1983,36,36,3239,36.0,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,26975a92
84,Rémy Cabella,fr FRA,MFFW,Saint-Étienne,28,1990,34,34,2997,33.3,8,4,12,7,1,1,5,1,9.9,9.1,5.4,14.5,224,279,270,0.24,0.12,0.36,0.21,0.33,0.30,0.16,0.46,0.27,0.44,Matches,148e136f
85,Anthony Caci,fr FRA,DF,Strasbourg,21,1997,29,26,2298,25.5,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.8,32,94,51,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.03,0.01,0.03,Matches,0118c54c
86,Mathieu Cafaro,fr FRA,FWMF,Reims,21,1997,34,24,2095,23.3,7,3,10,7,0,0,5,0,3.6,3.6,2.9,6.5,62,79,133,0.30,0.13,0.43,0.30,0.43,0.15,0.13,0.28,0.15,0.28,Matches,2a657da0
87,Yannick Cahuzac,fr FRA,MFDF,Toulouse,33,1985,23,15,1431,15.9,1,0,1,1,0,0,8,1,0.3,0.3,0.5,0.8,5,38,7,0.06,0.00,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches,677ee102
88,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,24,1994,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5ee6e943
89,Duje ?aleta-Car,hr CRO,DF,Marseille,21,1996,20,17,1547,17.2,0,0,0,0,0,0,1,2,0.8,0.8,0.0,0.8,13,40,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,94f8d10c
90,Mahdi Camara,fr FRA,FW,Saint-Étienne,20,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8577e60a
91,Souleymane Camara,sn SEN,FWMF,Montpellier,35,1982,12,0,137,1.5,3,0,3,3,0,0,0,0,0.9,0.9,0.2,1.1,4,5,21,1.97,0.00,1.97,1.97,1.97,0.59,0.14,0.73,0.59,0.73,Matches,c58270f8
92,Eduardo Camavinga,fr FRA,MF,Rennes,15,2002,7,4,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,9,18,6,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,7b9c2d84
93,Pierrick Capelle,fr FRA,DFMF,Angers,31,1987,26,21,1842,20.5,3,3,6,3,0,0,2,0,2.7,2.7,3.3,6.1,45,74,74,0.15,0.15,0.29,0.15,0.29,0.13,0.16,0.30,0.13,0.30,Matches,79b2399c
94,Yoan Cardinale,fr FRA,GK,Nice,24,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,950ff24d
95,Diego Carlos,br BRA,DF,Nantes,25,1993,35,35,3148,35.0,1,0,1,1,0,0,8,0,2.0,2.0,0.5,2.4,20,138,9,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,b4a014b1
96,Louis Carnot,fr FRA,MF,Guingamp,17,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,4.89,4.89,0.00,4.89,Matches,2384dbed
97,Lionel Carole,fr FRA,DFFW,Strasbourg,27,1991,23,20,1727,19.2,0,3,3,0,0,0,2,0,0.5,0.5,1.6,2.1,53,97,99,0.00,0.16,0.16,0.00,0.16,0.02,0.08,0.11,0.02,0.11,Matches,5b5724d2
98,Moreto Cassamã,gw GNB,MF,Reims,20,1998,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f54d2149
99,Edinson Cavani,uy URU,FW,Paris S-G,31,1987,21,20,1671,18.6,18,5,23,14,4,5,1,0,14.5,10.6,3.6,14.1,16,16,122,0.97,0.27,1.24,0.75,1.02,0.78,0.19,0.97,0.57,0.76,Matches,527f063d
100,Zeki Çelik,tr TUR,DF,Lille,21,1997,34,34,2971,33.0,1,5,6,1,0,0,5,1,1.1,1.1,2.7,3.9,58,117,181,0.03,0.15,0.18,0.03,0.18,0.03,0.08,0.12,0.03,0.12,Matches,31a62dc7
101,Nacer Chadli,be BEL,MFDF,Monaco,28,1989,16,9,691,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,21,26,51,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches,5b54bf3b
102,Fouad Chafik,ma MAR,DF,Dijon,31,1986,21,21,1847,20.5,0,2,2,0,0,0,2,0,0.3,0.3,1.9,2.2,48,75,68,0.00,0.10,0.10,0.00,0.10,0.01,0.09,0.11,0.01,0.11,Matches,edd1466a
