Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Ignazio Abate,it ITA,DF,Milan,29,1986,23,22,1924,21.4,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,1c529186
2,Francesco Acerbi,it ITA,DF,Sassuolo,28,1988,38,38,3420,38.0,4,0,4,3,1,1,2,0,0.11,0.00,0.11,0.08,0.08,Matches,b96b595c
3,Maxwell Acosty,gh GHA,MFFW,Crotone,24,1991,11,3,378,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,64a674d9
4,Afriyie Acquah,gh GHA,MF,Torino,24,1992,20,13,1077,12.0,2,0,2,2,0,0,5,6,0.17,0.00,0.17,0.17,0.17,Matches,d7403bd5
5,Claud Adjapong,it ITA,DFFW,Sassuolo,18,1998,9,6,510,5.7,1,0,1,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches,ce5b170a
6,Ali Adnan Kadhim,iq IRQ,DFMF,Udinese,22,1993,14,8,872,9.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,06050480
7,Luiz Adriano,br BRA,FW,Milan,29,1987,7,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2557c196
8,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,25,1990,29,20,2033,22.6,0,3,3,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,fe0b8f0e
9,Arlind Ajeti,al ALB,DF,Torino,22,1993,4,3,251,2.8,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,f9714604
10,Luis Alberto,es ESP,MFFW,Lazio,23,1992,9,4,365,4.1,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74,Matches,5294a83f
11,Raúl Albiol,es ESP,DF,Napoli,30,1985,26,25,2297,25.5,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches,4bd414c1
12,Haitam Aleesami,no NOR,MFDF,Palermo,25,1991,31,29,2630,29.2,1,3,4,1,0,0,6,0,0.03,0.10,0.14,0.03,0.14,Matches,4085f08e
13,Allan,br BRA,MF,Napoli,25,1991,29,19,1610,17.9,1,6,7,1,0,0,3,0,0.06,0.34,0.39,0.06,0.39,Matches,cc700722
14,Marcos Alonso,es ESP,MF,Fiorentina,25,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f4290206
15,Ricky Álvarez,ar ARG,MF,Sampdoria,28,1988,21,11,987,11.0,2,2,4,2,0,0,3,1,0.18,0.18,0.36,0.18,0.36,Matches,92a5ac34
16,Bruno Alves,pt POR,DF,Cagliari,34,1981,36,36,3240,36.0,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches,585a73a8
17,Dani Alves,br BRA,DFMF,Juventus,33,1983,19,15,1359,15.1,2,3,5,2,0,0,5,0,0.13,0.20,0.33,0.13,0.33,Matches,c9e99e49
18,Felipe Anderson,br BRA,FWMF,Lazio,23,1993,36,33,2908,32.3,4,8,12,3,1,1,5,0,0.12,0.25,0.37,0.09,0.34,Matches,9f1893b9
19,Marco Andreolli,it ITA,DF,Inter,30,1986,6,4,362,4.0,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches,13d820de
20,Gabriele Angella,it ITA,DFMF,Udinese,27,1989,14,10,1017,11.3,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,0c971997
21,Cristian Ansaldi,ar ARG,DF,Inter,29,1986,21,17,1500,16.7,0,1,1,0,0,0,9,2,0.00,0.06,0.06,0.00,0.06,Matches,bbafc0c4
22,Luca Antei,it ITA,DF,Sassuolo,24,1992,15,11,1114,12.4,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,97c9bce3
23,Luca Antonelli,it ITA,DF,Milan,29,1987,7,3,309,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches,40f0ed6c
24,Siniša An?elkovi?,si SVN,DF,Palermo,30,1986,22,21,1836,20.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,f978a28b
25,Carlos Apna Embaló,gw GNB,FWMF,Palermo,21,1994,12,8,621,6.9,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,3eeb0554
26,Alberto Aquilani,it ITA,MFFW,Pescara,32,1984,9,6,551,6.1,1,1,2,1,0,0,2,2,0.16,0.16,0.33,0.16,0.33,Matches,ad340e17
27,Alberto Aquilani,it ITA,MF,Sassuolo,32,1984,16,14,1237,13.7,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,ad340e17
28,Mattia Aramu,it ITA,FW,Torino,21,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0847b5a5
29,Pablo Armero,co COL,DF,Udinese,29,1986,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,afabf74e
30,Kwadwo Asamoah,gh GHA,DFMF,Juventus,27,1988,18,16,1472,16.4,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,089550f5
31,Davide Astori,it ITA,DF,Fiorentina,29,1987,33,33,2967,33.0,2,0,2,2,0,0,12,2,0.06,0.00,0.06,0.06,0.06,Matches,1522dab2
32,Emil Audero,it ITA,GK,Juventus,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,649b01d8
33,Danilo Avelar,br BRA,DF,Torino,27,1989,3,3,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,eacb45fd
34,Mame Baba Thiam,sn SEN,FW,Empoli,23,1992,15,9,876,9.7,1,1,2,1,0,0,1,0,0.10,0.10,0.21,0.10,0.21,Matches,ec304819
