Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
1,Ignazio Abate,it ITA,DF,Milan,28,1986,27,27,2248,25.0,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches,1c529186
2,Christian Abbiati,it ITA,GK,Milan,38,1977,1,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,322421c2
3,Francesco Acerbi,it ITA,DF,Sassuolo,27,1988,36,36,3240,36.0,4,0,4,4,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,b96b595c
4,Robert Acquafresca,it ITA,FW,Bologna,27,1987,6,2,208,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d2b115ae
5,Afriyie Acquah,gh GHA,MF,Torino,23,1992,29,22,1888,21.0,2,3,5,2,0,0,9,0,0.10,0.14,0.24,0.10,0.24,Matches,d7403bd5
6,Claud Adjapong,it ITA,DFMF,Sassuolo,17,1998,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ce5b170a
7,Ali Adnan Kadhim,iq IRQ,MFDF,Udinese,21,1993,28,21,1904,21.2,1,1,2,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,Matches,06050480
8,Luiz Adriano,br BRA,FW,Milan,28,1987,26,12,1194,13.3,4,0,4,3,1,1,4,0,0.30,0.00,0.30,0.23,0.23,Matches,2557c196
9,Rodrigo Aguirre,uy URU,FW,Udinese,20,1994,10,3,340,3.8,0,1,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,b5691f5d
10,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,24,1990,33,30,2661,29.6,4,1,5,4,0,0,6,0,0.14,0.03,0.17,0.14,0.17,Matches,fe0b8f0e
11,Arlind Ajeti,al ALB,DF,Frosinone,21,1993,16,15,1218,13.5,1,0,1,1,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches,f9714604
12,Fabrizio Alastra,it ITA,GK,Palermo,17,1997,2,1,144,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cfed4243
13,Michelangelo Albertazzi,it ITA,DF,Hellas Verona,24,1991,10,9,702,7.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,330e4b00
14,Raúl Albiol,es ESP,DF,Napoli,29,1985,36,36,3240,36.0,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches,4bd414c1
15,Alex,br BRA,DF,Milan,33,1982,25,24,2091,23.2,3,1,4,3,0,0,5,0,0.13,0.04,0.17,0.13,0.17,Matches,58721835
16,Allan,br BRA,MF,Napoli,24,1991,35,32,2818,31.3,3,5,8,3,0,0,5,0,0.10,0.16,0.26,0.10,0.26,Matches,cc700722
17,Marcos Alonso,es ESP,MFDF,Fiorentina,24,1990,31,26,2347,26.1,3,4,7,3,0,0,8,0,0.12,0.15,0.27,0.12,0.27,Matches,f4290206
18,Ricky Álvarez,ar ARG,MFFW,Sampdoria,27,1988,13,9,806,9.0,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches,92a5ac34
19,Amauri,it ITA,FW,Torino,35,1980,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6d4bf9d
20,Felipe Anderson,br BRA,FWMF,Lazio,22,1993,35,21,2071,23.0,7,4,11,7,0,0,2,0,0.30,0.17,0.48,0.30,0.48,Matches,9f1893b9
21,Ionu? Andrei Radu,ro ROU,GK,Inter,,,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,29d80748
22,Cristian Ansaldi,ar ARG,MFDF,Genoa,28,1986,24,23,2010,22.3,0,4,4,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches,bbafc0c4
23,Luca Antei,it ITA,DF,Sassuolo,23,1992,5,4,341,3.8,0,1,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches,97c9bce3
24,Luca Antonelli,it ITA,DF,Milan,28,1987,28,25,2338,26.0,3,1,4,3,0,0,2,0,0.12,0.04,0.15,0.12,0.15,Matches,40f0ed6c
25,Siniša An?elkovi?,si SVN,DF,Palermo,29,1986,23,21,1908,21.2,0,1,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,Matches,f978a28b
26,Lorenzo Ariaudo,it ITA,DF,Empoli,26,1989,5,5,421,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68b78c2a
27,Lorenzo Ariaudo,it ITA,DF,Sassuolo,26,1989,4,2,237,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68b78c2a
28,Pablo Armero,co COL,MF,Udinese,28,1986,5,5,417,4.6,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,afabf74e
29,Kwadwo Asamoah,gh GHA,MF,Juventus,26,1988,11,6,569,6.3,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,089550f5
30,Davide Astori,it ITA,DF,Fiorentina,28,1987,33,32,2901,32.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1522dab2
31,Danilo Avelar,br BRA,MF,Torino,26,1989,6,4,344,3.8,0,2,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,Matches,eacb45fd
32,Khouma Babacar,sn SEN,FW,Fiorentina,22,1993,18,11,802,8.9,5,1,6,4,1,1,2,0,0.56,0.11,0.67,0.45,0.56,Matches,422ec08a
33,Carlos Bacca,co COL,FW,Milan,28,1986,38,36,3156,35.1,18,2,20,16,2,2,2,0,0.51,0.06,0.57,0.46,0.51,Matches,09a9e921
34,Milan Badelj,hr CRO,MF,Fiorentina,26,1989,27,25,2129,23.7,1,1,2,1,0,0,8,1,0.04,0.04,0.08,0.04,0.08,Matches,e8c930bb
