Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
459,Hélder Rosário,pt POR,DF,Málaga,30,1980,3,3,245,2.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,f0d5e080
460,Markus Rosenberg,se SWE,FW,Racing Sant,27,1982,33,29,2391,26.6,9,0,9,9,0,1,9,1,0.34,0.00,0.34,0.34,0.34,Matches,5faa73aa
461,Giuseppe Rossi,it ITA,FW,Villarreal,23,1987,36,35,2999,33.3,18,4,22,14,4,4,6,0,0.54,0.12,0.66,0.42,0.54,Matches,fe48a073
462,Rubén,es ESP,GK,Málaga,26,1984,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,24279b8b
463,Rubén,es ESP,DF,Mallorca,28,1982,12,7,729,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d0c06281
464,Marco Ruben,ar ARG,FW,Villarreal,23,1986,30,12,1300,14.4,5,2,7,5,0,0,4,0,0.35,0.14,0.48,0.35,0.48,Matches,30795728
465,Francisco Rufete,es ESP,MF,Hércules,33,1976,14,3,523,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,95aca6cd
466,Víctor Ruiz,es ESP,DFMF,Espanyol,21,1989,15,15,1350,15.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,b3dc6eca
467,Rúper,es ESP,MF,Osasuna,23,1987,4,0,85,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,570c4db3
468,Simão Sabrosa,pt POR,MF,Atlético Madrid,30,1979,16,15,1301,14.5,4,5,9,3,1,1,3,0,0.28,0.35,0.62,0.21,0.55,Matches,76a65612
469,Mikel San José,es ESP,DFMF,Athletic Club,21,1989,31,30,2674,29.7,2,0,2,0,2,3,10,1,0.07,0.00,0.07,0.00,0.00,Matches,003a5c72
470,César Sánchez,es ESP,GK,Valencia,38,1971,15,15,1265,14.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,c6e6e5d6
471,Isaías Sánchez,es ESP,MF,Espanyol,23,1987,4,0,87,1.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,30059de4
472,Sergio Sánchez,es ESP,DF,Sevilla,24,1986,7,6,560,6.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,83a83b0a
473,Víctor Sánchez,es ESP,DFMF,Getafe,22,1987,29,21,1909,21.2,1,3,4,1,0,0,10,0,0.05,0.14,0.19,0.05,0.19,Matches,ad4d0985
474,José Sand,ar ARG,FW,La Coruña,30,1980,5,2,209,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,29cf8777
475,Gastón Sangoy,ar ARG,FWMF,Sporting Gijón,25,1984,19,14,1073,11.9,2,1,3,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,Matches,e1f3d532
476,Oier Sanjurjo,es ESP,DFMF,Osasuna,24,1986,3,2,209,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,466824fb
477,Adrián Sardinero,es ESP,FWMF,Getafe,19,1990,11,4,469,5.2,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,51e9bb3f
478,Jeffrey Sarpong,nl NED,MF,Real Sociedad,21,1988,16,1,348,3.9,1,0,1,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,cabfd01c
479,Mohamed Sarr,sn SEN,DFMF,Hércules,26,1983,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,82bf93ae
480,Rafel Sastre,es ESP,DF,Sporting Gijón,34,1975,8,7,580,6.4,0,1,1,0,0,0,3,1,0.00,0.16,0.16,0.00,0.16,Matches,477fc284
481,Saúl,es ESP,MF,La Coruña,25,1985,13,8,634,7.0,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,a4a317b2
482,Marcos Senna,es ESP,MF,Villarreal,34,1976,20,15,1225,13.6,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,ad6cbdbe
483,Diego Seoane,es ESP,DF,La Coruña,22,1988,11,8,839,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,71c7d503
484,Sergio,es ESP,DF,Osasuna,33,1977,22,22,1934,21.5,2,2,4,2,0,0,6,2,0.09,0.09,0.19,0.09,0.19,Matches,7688c579
485,Sergio,es ESP,MF,Levante,33,1976,14,9,905,10.1,2,1,3,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches,c6ed9815
486,Óscar Serrano,es ESP,MF,Racing Sant,28,1981,4,0,57,0.6,1,0,1,1,0,0,1,0,1.58,0.00,1.58,1.58,1.58,Matches,c862ecc5
487,Masoud Shojaei,ir IRN,MF,Osasuna,26,1984,18,14,1198,13.3,2,4,6,2,0,0,1,0,0.15,0.30,0.45,0.15,0.45,Matches,a898d91e
488,Marcelo Silva,uy URU,DF,Almería,21,1989,21,21,1840,20.4,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,b9596515
489,Paulo da Silva,py PAR,DF,Zaragoza,30,1980,13,10,953,10.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,47560da8
490,Sandro Silva,br BRA,MF,Málaga,26,1984,24,12,1240,13.8,0,1,1,0,0,0,8,0,0.00,0.07,0.07,0.00,0.07,Matches,83348963
491,Wellington Silva,br BRA,FWMF,Levante,17,1993,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c60f49c
492,Florent Sinama Pongolle,fr FRA,FW,Zaragoza,25,1984,24,15,1263,14.0,4,1,5,4,0,0,4,0,0.29,0.07,0.36,0.29,0.36,Matches,f222974d
